Energy (MeV/u)	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	2 - ATIMA 1.2  LS-theory (recommended for high energy)	3 - ATIMA 1.2  without LS-correction	4 - electrical component of [1] - J.F.Ziegler et al	5 - nuclear component of [1] - J.F.Ziegler et al
277.564704	5.39711   	4.17396   	4.35673   	4.20401   	4.17287   	0.00108577
277.647730	5.39622   	4.1733    	4.35608   	4.20333   	4.17222   	0.00108547
277.730757	5.39533   	4.17265   	4.35543   	4.20264   	4.17157   	0.00108518
277.813783	5.39444   	4.172     	4.35478   	4.20196   	4.17091   	0.00108488
277.896809	5.39355   	4.17135   	4.35414   	4.20128   	4.17026   	0.00108459
277.979835	5.39266   	4.17069   	4.35349   	4.20059   	4.16961   	0.0010843 
278.062861	5.39178   	4.17004   	4.35284   	4.19991   	4.16896   	0.001084  
278.145888	5.39089   	4.16939   	4.3522    	4.19923   	4.16831   	0.00108371
278.228914	5.39      	4.16874   	4.35155   	4.19855   	4.16765   	0.00108342
278.311940	5.38912   	4.16809   	4.3509    	4.19787   	4.167     	0.00108313
278.394966	5.38823   	4.16744   	4.35026   	4.19719   	4.16635   	0.00108283
278.477993	5.38734   	4.16679   	4.34961   	4.1965    	4.1657    	0.00108254
278.561019	5.38646   	4.16614   	4.34897   	4.19583   	4.16505   	0.00108225
278.644045	5.38557   	4.16549   	4.34833   	4.19515   	4.16441   	0.00108196
278.727071	5.38469   	4.16484   	4.34768   	4.19447   	4.16376   	0.00108166
278.810097	5.38381   	4.16419   	4.34704   	4.19379   	4.16311   	0.00108137
278.893124	5.38292   	4.16354   	4.3464    	4.19311   	4.16246   	0.00108108
278.976150	5.38204   	4.16289   	4.34575   	4.19243   	4.16181   	0.00108079
279.059176	5.38116   	4.16225   	4.34511   	4.19175   	4.16117   	0.0010805 
279.142202	5.38028   	4.1616    	4.34447   	4.19108   	4.16052   	0.00108021
279.225228	5.3794    	4.16095   	4.34383   	4.1904    	4.15987   	0.00107992
279.308255	5.37852   	4.16031   	4.34319   	4.18972   	4.15923   	0.00107963
279.391281	5.37764   	4.15966   	4.34254   	4.18905   	4.15858   	0.00107933
279.474307	5.37676   	4.15901   	4.3419    	4.18837   	4.15793   	0.00107904
279.557333	5.37588   	4.15837   	4.34126   	4.1877    	4.15729   	0.00107875
279.640360	5.375     	4.15772   	4.34062   	4.18702   	4.15664   	0.00107846
279.723386	5.37412   	4.15708   	4.33998   	4.18635   	4.156     	0.00107817
279.806412	5.37324   	4.15643   	4.33934   	4.18567   	4.15536   	0.00107788
279.889438	5.37236   	4.15579   	4.33871   	4.185     	4.15471   	0.00107759
279.972464	5.37149   	4.15515   	4.33807   	4.18433   	4.15407   	0.00107731
280.055491	5.37061   	4.1545    	4.33743   	4.18365   	4.15343   	0.00107702
280.138517	5.36974   	4.15386   	4.33679   	4.18298   	4.15278   	0.00107673
280.221543	5.36886   	4.15322   	4.33615   	4.18231   	4.15214   	0.00107644
280.304569	5.36799   	4.15258   	4.33551   	4.18164   	4.1515    	0.00107615
280.387596	5.36711   	4.15193   	4.33488   	4.18097   	4.15086   	0.00107586
280.470622	5.36624   	4.15129   	4.33424   	4.18029   	4.15022   	0.00107557
280.553648	5.36536   	4.15065   	4.3336    	4.17962   	4.14958   	0.00107528
280.636674	5.36449   	4.15001   	4.33297   	4.17895   	4.14894   	0.001075  
280.719700	5.36362   	4.14937   	4.33233   	4.17828   	4.1483    	0.00107471
280.802727	5.36275   	4.14873   	4.3317    	4.17762   	4.14766   	0.00107442
280.885753	5.36187   	4.14809   	4.33106   	4.17695   	4.14702   	0.00107413
280.968779	5.361     	4.14745   	4.33043   	4.17628   	4.14638   	0.00107384
281.051805	5.36013   	4.14681   	4.32979   	4.17561   	4.14574   	0.00107356
281.134831	5.35926   	4.14617   	4.32916   	4.17494   	4.1451    	0.00107327
281.217858	5.35839   	4.14554   	4.32853   	4.17427   	4.14446   	0.00107298
281.300884	5.35752   	4.1449    	4.32789   	4.17361   	4.14383   	0.0010727 
281.383910	5.35666   	4.14426   	4.32726   	4.17294   	4.14319   	0.00107241
281.466936	5.35579   	4.14362   	4.32663   	4.17227   	4.14255   	0.00107212
281.549963	5.35492   	4.14299   	4.32599   	4.17161   	4.14192   	0.00107184
281.632989	5.35405   	4.14235   	4.32536   	4.17094   	4.14128   	0.00107155
281.716015	5.35319   	4.14171   	4.32473   	4.17028   	4.14064   	0.00107126
281.799041	5.35232   	4.14108   	4.3241    	4.16961   	4.14001   	0.00107098
281.882067	5.35145   	4.14044   	4.32347   	4.16895   	4.13937   	0.00107069
281.965094	5.35059   	4.13981   	4.32284   	4.16828   	4.13874   	0.00107041
282.048120	5.34972   	4.13917   	4.32221   	4.16762   	4.1381    	0.00107012
282.131146	5.34886   	4.13854   	4.32158   	4.16696   	4.13747   	0.00106984
282.214172	5.348     	4.13791   	4.32095   	4.16629   	4.13684   	0.00106955
282.297199	5.34713   	4.13727   	4.32032   	4.16563   	4.1362    	0.00106927
282.380225	5.34627   	4.13664   	4.31969   	4.16497   	4.13557   	0.00106898
282.463251	5.34541   	4.13601   	4.31906   	4.16431   	4.13494   	0.0010687 
282.546277	5.34454   	4.13537   	4.31843   	4.16365   	4.13431   	0.00106841
282.629303	5.34368   	4.13474   	4.3178    	4.16298   	4.13367   	0.00106813
282.712330	5.34282   	4.13411   	4.31717   	4.16232   	4.13304   	0.00106784
282.795356	5.34196   	4.13348   	4.31655   	4.16166   	4.13241   	0.00106756
282.878382	5.3411    	4.13285   	4.31592   	4.161     	4.13178   	0.00106728
282.961408	5.34024   	4.13222   	4.31529   	4.16034   	4.13115   	0.00106699
283.044434	5.33938   	4.13159   	4.31467   	4.15969   	4.13052   	0.00106671
283.127461	5.33852   	4.13096   	4.31404   	4.15903   	4.12989   	0.00106642
283.210487	5.33767   	4.13033   	4.31341   	4.15837   	4.12926   	0.00106614
283.293513	5.33681   	4.1297    	4.31279   	4.15771   	4.12863   	0.00106586
283.376539	5.33595   	4.12907   	4.31216   	4.15705   	4.128     	0.00106558
283.459566	5.33509   	4.12844   	4.31154   	4.1564    	4.12737   	0.00106529
283.542592	5.33424   	4.12781   	4.31091   	4.15574   	4.12675   	0.00106501
283.625618	5.33338   	4.12718   	4.31029   	4.15508   	4.12612   	0.00106473
283.708644	5.33253   	4.12656   	4.30967   	4.15443   	4.12549   	0.00106445
283.791670	5.33167   	4.12593   	4.30904   	4.15377   	4.12486   	0.00106416
283.874697	5.33082   	4.1253    	4.30842   	4.15311   	4.12424   	0.00106388
283.957723	5.32996   	4.12468   	4.3078    	4.15246   	4.12361   	0.0010636 
284.040749	5.32911   	4.12405   	4.30717   	4.15181   	4.12299   	0.00106332
284.123775	5.32826   	4.12342   	4.30655   	4.15115   	4.12236   	0.00106304
284.206801	5.3274    	4.1228    	4.30593   	4.1505    	4.12174   	0.00106276
284.289828	5.32655   	4.12217   	4.30531   	4.14984   	4.12111   	0.00106247
284.372854	5.3257    	4.12155   	4.30468   	4.14919   	4.12049   	0.00106219
284.455880	5.32485   	4.12092   	4.30406   	4.14854   	4.11986   	0.00106191
284.538906	5.324     	4.1203    	4.30344   	4.14789   	4.11924   	0.00106163
284.621933	5.32315   	4.11968   	4.30282   	4.14723   	4.11861   	0.00106135
284.704959	5.3223    	4.11905   	4.3022    	4.14658   	4.11799   	0.00106107
284.787985	5.32145   	4.11843   	4.30158   	4.14593   	4.11737   	0.00106079
284.871011	5.3206    	4.11781   	4.30096   	4.14528   	4.11675   	0.00106051
284.954037	5.31975   	4.11718   	4.30034   	4.14463   	4.11612   	0.00106023
285.037064	5.3189    	4.11656   	4.29972   	4.14398   	4.1155    	0.00105995
285.120090	5.31806   	4.11594   	4.29911   	4.14333   	4.11488   	0.00105967
285.203116	5.31721   	4.11532   	4.29849   	4.14268   	4.11426   	0.00105939
285.286142	5.31636   	4.1147    	4.29787   	4.14203   	4.11364   	0.00105911
285.369169	5.31552   	4.11408   	4.29725   	4.14138   	4.11302   	0.00105883
285.452195	5.31467   	4.11346   	4.29663   	4.14073   	4.1124    	0.00105855
285.535221	5.31382   	4.11284   	4.29602   	4.14009   	4.11178   	0.00105828
285.618247	5.31298   	4.11222   	4.2954    	4.13944   	4.11116   	0.001058  
285.701273	5.31214   	4.1116    	4.29478   	4.13879   	4.11054   	0.00105772
285.784300	5.31129   	4.11098   	4.29417   	4.13814   	4.10992   	0.00105744
285.867326	5.31045   	4.11036   	4.29355   	4.1375    	4.1093    	0.00105716
285.950352	5.30961   	4.10974   	4.29294   	4.13685   	4.10869   	0.00105688
286.033378	5.30876   	4.10913   	4.29232   	4.1362    	4.10807   	0.00105661
286.116404	5.30792   	4.10851   	4.29171   	4.13556   	4.10745   	0.00105633
286.199431	5.30708   	4.10789   	4.29109   	4.13491   	4.10684   	0.00105605
286.282457	5.30624   	4.10727   	4.29048   	4.13427   	4.10622   	0.00105577
286.365483	5.3054    	4.10666   	4.28986   	4.13363   	4.1056    	0.00105549
286.448509	5.30456   	4.10604   	4.28925   	4.13298   	4.10499   	0.00105522
286.531536	5.30372   	4.10543   	4.28864   	4.13234   	4.10437   	0.00105494
286.614562	5.30288   	4.10481   	4.28802   	4.13169   	4.10376   	0.00105466
286.697588	5.30204   	4.1042    	4.28741   	4.13105   	4.10314   	0.00105439
286.780614	5.3012    	4.10358   	4.2868    	4.13041   	4.10253   	0.00105411
286.863640	5.30036   	4.10297   	4.28618   	4.12977   	4.10191   	0.00105383
286.946667	5.29953   	4.10235   	4.28557   	4.12913   	4.1013    	0.00105356
287.029693	5.29869   	4.10174   	4.28496   	4.12848   	4.10068   	0.00105328
287.112719	5.29785   	4.10112   	4.28435   	4.12784   	4.10007   	0.00105301
287.195745	5.29702   	4.10051   	4.28374   	4.1272    	4.09946   	0.00105273
287.278772	5.29618   	4.0999    	4.28313   	4.12656   	4.09885   	0.00105245
287.361798	5.29534   	4.09929   	4.28252   	4.12592   	4.09823   	0.00105218
287.444824	5.29451   	4.09867   	4.28191   	4.12528   	4.09762   	0.0010519 
287.527850	5.29368   	4.09806   	4.2813    	4.12464   	4.09701   	0.00105163
287.610876	5.29284   	4.09745   	4.28069   	4.124     	4.0964    	0.00105135
287.693903	5.29201   	4.09684   	4.28008   	4.12337   	4.09579   	0.00105108
287.776929	5.29118   	4.09623   	4.27947   	4.12273   	4.09518   	0.0010508 
287.859955	5.29034   	4.09562   	4.27886   	4.12209   	4.09457   	0.00105053
287.942981	5.28951   	4.09501   	4.27825   	4.12145   	4.09396   	0.00105025
288.026007	5.28868   	4.0944    	4.27764   	4.12082   	4.09335   	0.00104998
288.109034	5.28785   	4.09379   	4.27704   	4.12018   	4.09274   	0.00104971
288.192060	5.28702   	4.09318   	4.27643   	4.11954   	4.09213   	0.00104943
288.275086	5.28619   	4.09257   	4.27582   	4.11891   	4.09152   	0.00104916
288.358112	5.28536   	4.09196   	4.27521   	4.11827   	4.09091   	0.00104888
288.441139	5.28453   	4.09136   	4.27461   	4.11764   	4.09031   	0.00104861
288.524165	5.2837    	4.09075   	4.274     	4.117     	4.0897    	0.00104834
288.607191	5.28287   	4.09014   	4.2734    	4.11637   	4.08909   	0.00104806
288.690217	5.28204   	4.08953   	4.27279   	4.11573   	4.08849   	0.00104779
288.773243	5.28121   	4.08893   	4.27218   	4.1151    	4.08788   	0.00104752
288.856270	5.28039   	4.08832   	4.27158   	4.11446   	4.08727   	0.00104725
288.939296	5.27956   	4.08771   	4.27097   	4.11383   	4.08667   	0.00104697
289.022322	5.27873   	4.08711   	4.27037   	4.1132    	4.08606   	0.0010467 
289.105348	5.27791   	4.0865    	4.26977   	4.11257   	4.08546   	0.00104643
289.188375	5.27708   	4.0859    	4.26916   	4.11193   	4.08485   	0.00104616
289.271401	5.27626   	4.08529   	4.26856   	4.1113    	4.08425   	0.00104588
289.354427	5.27543   	4.08469   	4.26796   	4.11067   	4.08364   	0.00104561
289.437453	5.27461   	4.08408   	4.26735   	4.11004   	4.08304   	0.00104534
289.520479	5.27379   	4.08348   	4.26675   	4.10941   	4.08244   	0.00104507
289.603506	5.27296   	4.08288   	4.26615   	4.10878   	4.08183   	0.0010448 
289.686532	5.27214   	4.08227   	4.26554   	4.10815   	4.08123   	0.00104453
289.769558	5.27132   	4.08167   	4.26494   	4.10752   	4.08063   	0.00104425
289.852584	5.2705    	4.08107   	4.26434   	4.10689   	4.08003   	0.00104398
289.935610	5.26967   	4.08047   	4.26374   	4.10626   	4.07942   	0.00104371
290.018637	5.26885   	4.07987   	4.26314   	4.10563   	4.07882   	0.00104344
290.101663	5.26803   	4.07926   	4.26254   	4.105     	4.07822   	0.00104317
290.184689	5.26721   	4.07866   	4.26194   	4.10438   	4.07762   	0.0010429 
290.267715	5.26639   	4.07806   	4.26134   	4.10375   	4.07702   	0.00104263
290.350742	5.26557   	4.07746   	4.26074   	4.10312   	4.07642   	0.00104236
290.433768	5.26475   	4.07686   	4.26014   	4.10249   	4.07582   	0.00104209
290.516794	5.26394   	4.07626   	4.25954   	4.10187   	4.07522   	0.00104182
290.599820	5.26312   	4.07566   	4.25894   	4.10124   	4.07462   	0.00104155
290.682846	5.2623    	4.07506   	4.25834   	4.10062   	4.07402   	0.00104128
290.765873	5.26148   	4.07446   	4.25774   	4.09999   	4.07342   	0.00104101
290.848899	5.26067   	4.07387   	4.25714   	4.09937   	4.07283   	0.00104074
290.931925	5.25985   	4.07327   	4.25655   	4.09874   	4.07223   	0.00104047
291.014951	5.25904   	4.07267   	4.25595   	4.09812   	4.07163   	0.0010402 
291.097978	5.25822   	4.07207   	4.25535   	4.09749   	4.07103   	0.00103994
291.181004	5.2574    	4.07148   	4.25475   	4.09687   	4.07044   	0.00103967
291.264030	5.25659   	4.07088   	4.25416   	4.09625   	4.06984   	0.0010394 
291.347056	5.25578   	4.07028   	4.25356   	4.09562   	4.06924   	0.00103913
291.430082	5.25496   	4.06969   	4.25296   	4.095     	4.06865   	0.00103886
291.513109	5.25415   	4.06909   	4.25237   	4.09438   	4.06805   	0.00103859
291.596135	5.25334   	4.06849   	4.25177   	4.09376   	4.06746   	0.00103833
291.679161	5.25252   	4.0679    	4.25118   	4.09313   	4.06686   	0.00103806
291.762187	5.25171   	4.0673    	4.25058   	4.09251   	4.06627   	0.00103779
291.845213	5.2509    	4.06671   	4.24999   	4.09189   	4.06567   	0.00103752
291.928240	5.25009   	4.06612   	4.24939   	4.09127   	4.06508   	0.00103726
292.011266	5.24928   	4.06552   	4.2488    	4.09065   	4.06448   	0.00103699
292.094292	5.24847   	4.06493   	4.2482    	4.09003   	4.06389   	0.00103672
292.177318	5.24766   	4.06433   	4.24761   	4.08941   	4.0633    	0.00103645
292.260345	5.24685   	4.06374   	4.24702   	4.08879   	4.06271   	0.00103619
292.343371	5.24604   	4.06315   	4.24643   	4.08817   	4.06211   	0.00103592
292.426397	5.24523   	4.06256   	4.24583   	4.08755   	4.06152   	0.00103565
292.509423	5.24443   	4.06196   	4.24524   	4.08694   	4.06093   	0.00103539
292.592449	5.24362   	4.06137   	4.24465   	4.08632   	4.06034   	0.00103512
292.675476	5.24281   	4.06078   	4.24406   	4.0857    	4.05975   	0.00103486
292.758502	5.242     	4.06019   	4.24346   	4.08508   	4.05916   	0.00103459
292.841528	5.2412    	4.0596    	4.24287   	4.08447   	4.05857   	0.00103432
292.924554	5.24039   	4.05901   	4.24228   	4.08385   	4.05798   	0.00103406
293.007581	5.23959   	4.05842   	4.24169   	4.08323   	4.05739   	0.00103379
293.090607	5.23878   	4.05783   	4.2411    	4.08262   	4.0568    	0.00103353
293.173633	5.23798   	4.05724   	4.24051   	4.082     	4.05621   	0.00103326
293.256659	5.23717   	4.05665   	4.23992   	4.08139   	4.05562   	0.001033  
293.339685	5.23637   	4.05606   	4.23933   	4.08077   	4.05503   	0.00103273
293.422712	5.23557   	4.05547   	4.23874   	4.08016   	4.05444   	0.00103247
293.505738	5.23476   	4.05489   	4.23815   	4.07955   	4.05385   	0.0010322 
293.588764	5.23396   	4.0543    	4.23756   	4.07893   	4.05327   	0.00103194
293.671790	5.23316   	4.05371   	4.23698   	4.07832   	4.05268   	0.00103167
293.754816	5.23236   	4.05312   	4.23639   	4.07771   	4.05209   	0.00103141
293.837843	5.23156   	4.05254   	4.2358    	4.07709   	4.0515    	0.00103114
293.920869	5.23075   	4.05195   	4.23521   	4.07648   	4.05092   	0.00103088
294.003895	5.22995   	4.05136   	4.23463   	4.07587   	4.05033   	0.00103062
294.086921	5.22915   	4.05078   	4.23404   	4.07526   	4.04975   	0.00103035
294.169948	5.22835   	4.05019   	4.23345   	4.07465   	4.04916   	0.00103009
294.252974	5.22756   	4.04961   	4.23287   	4.07403   	4.04858   	0.00102983
294.336000	5.22676   	4.04902   	4.23228   	4.07342   	4.04799   	0.00102956
