Energy (MeV/u)	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	2 - ATIMA 1.2  LS-theory (recommended for high energy)	3 - ATIMA 1.2  without LS-correction	4 - electrical component of [1] - J.F.Ziegler et al	5 - nuclear component of [1] - J.F.Ziegler et al
252.407760	5.69186   	4.39076   	4.57158   	4.43135   	4.38957   	0.00118329
252.490787	5.69079   	4.38998   	4.57081   	4.43053   	4.38879   	0.00118293
252.573813	5.68973   	4.38919   	4.57003   	4.42971   	4.38801   	0.00118258
252.656839	5.68867   	4.38841   	4.56926   	4.42889   	4.38723   	0.00118223
252.739865	5.68761   	4.38763   	4.56848   	4.42807   	4.38645   	0.00118188
252.822891	5.68655   	4.38685   	4.56771   	4.42725   	4.38567   	0.00118153
252.905918	5.68549   	4.38607   	4.56694   	4.42643   	4.38489   	0.00118118
252.988944	5.68444   	4.38529   	4.56617   	4.42561   	4.38411   	0.00118083
253.071970	5.68338   	4.38451   	4.56539   	4.42479   	4.38333   	0.00118048
253.154996	5.68232   	4.38373   	4.56462   	4.42397   	4.38255   	0.00118012
253.238022	5.68127   	4.38296   	4.56385   	4.42315   	4.38178   	0.00117977
253.321049	5.68021   	4.38218   	4.56308   	4.42234   	4.381     	0.00117942
253.404075	5.67915   	4.3814    	4.56231   	4.42152   	4.38022   	0.00117908
253.487101	5.6781    	4.38062   	4.56154   	4.4207    	4.37945   	0.00117873
253.570127	5.67705   	4.37985   	4.56077   	4.41989   	4.37867   	0.00117838
253.653154	5.67599   	4.37907   	4.56      	4.41907   	4.3779    	0.00117803
253.736180	5.67494   	4.3783    	4.55923   	4.41826   	4.37712   	0.00117768
253.819206	5.67389   	4.37752   	4.55846   	4.41745   	4.37635   	0.00117733
253.902232	5.67284   	4.37675   	4.5577    	4.41663   	4.37557   	0.00117698
253.985258	5.67179   	4.37598   	4.55693   	4.41582   	4.3748    	0.00117663
254.068285	5.67074   	4.3752    	4.55616   	4.41501   	4.37403   	0.00117629
254.151311	5.66969   	4.37443   	4.5554    	4.4142    	4.37325   	0.00117594
254.234337	5.66864   	4.37366   	4.55463   	4.41339   	4.37248   	0.00117559
254.317363	5.66759   	4.37289   	4.55387   	4.41257   	4.37171   	0.00117524
254.400390	5.66655   	4.37211   	4.5531    	4.41176   	4.37094   	0.0011749 
254.483416	5.6655    	4.37134   	4.55234   	4.41095   	4.37017   	0.00117455
254.566442	5.66445   	4.37057   	4.55158   	4.41015   	4.3694    	0.0011742 
254.649468	5.66341   	4.3698    	4.55081   	4.40934   	4.36863   	0.00117386
254.732494	5.66236   	4.36903   	4.55005   	4.40853   	4.36786   	0.00117351
254.815521	5.66132   	4.36826   	4.54929   	4.40772   	4.36709   	0.00117316
254.898547	5.66028   	4.3675    	4.54853   	4.40691   	4.36632   	0.00117282
254.981573	5.65923   	4.36673   	4.54776   	4.40611   	4.36555   	0.00117247
255.064599	5.65819   	4.36596   	4.547     	4.4053    	4.36479   	0.00117213
255.147625	5.65715   	4.36519   	4.54624   	4.4045    	4.36402   	0.00117178
255.230652	5.65611   	4.36443   	4.54548   	4.40369   	4.36325   	0.00117144
255.313678	5.65507   	4.36366   	4.54472   	4.40289   	4.36249   	0.00117109
255.396704	5.65403   	4.36289   	4.54397   	4.40208   	4.36172   	0.00117075
255.479730	5.65299   	4.36213   	4.54321   	4.40128   	4.36096   	0.0011704 
255.562757	5.65195   	4.36136   	4.54245   	4.40048   	4.36019   	0.00117006
255.645783	5.65091   	4.3606    	4.54169   	4.39967   	4.35943   	0.00116972
255.728809	5.64987   	4.35984   	4.54093   	4.39887   	4.35867   	0.00116937
255.811835	5.64884   	4.35907   	4.54018   	4.39807   	4.3579    	0.00116903
255.894861	5.6478    	4.35831   	4.53942   	4.39727   	4.35714   	0.00116868
255.977888	5.64677   	4.35755   	4.53867   	4.39647   	4.35638   	0.00116834
256.060914	5.64573   	4.35679   	4.53791   	4.39567   	4.35562   	0.001168  
256.143940	5.6447    	4.35602   	4.53716   	4.39487   	4.35486   	0.00116766
256.226966	5.64366   	4.35526   	4.5364    	4.39407   	4.3541    	0.00116731
256.309993	5.64263   	4.3545    	4.53565   	4.39327   	4.35334   	0.00116697
256.393019	5.6416    	4.35374   	4.53489   	4.39247   	4.35258   	0.00116663
256.476045	5.64057   	4.35298   	4.53414   	4.39167   	4.35182   	0.00116629
256.559071	5.63954   	4.35222   	4.53339   	4.39088   	4.35106   	0.00116595
256.642097	5.63851   	4.35146   	4.53264   	4.39008   	4.3503    	0.0011656 
256.725124	5.63748   	4.35071   	4.53189   	4.38928   	4.34954   	0.00116526
256.808150	5.63645   	4.34995   	4.53113   	4.38849   	4.34878   	0.00116492
256.891176	5.63542   	4.34919   	4.53038   	4.38769   	4.34803   	0.00116458
256.974202	5.63439   	4.34843   	4.52963   	4.3869    	4.34727   	0.00116424
257.057228	5.63336   	4.34768   	4.52888   	4.3861    	4.34651   	0.0011639 
257.140255	5.63234   	4.34692   	4.52814   	4.38531   	4.34576   	0.00116356
257.223281	5.63131   	4.34617   	4.52739   	4.38452   	4.345     	0.00116322
257.306307	5.63028   	4.34541   	4.52664   	4.38372   	4.34425   	0.00116288
257.389333	5.62926   	4.34466   	4.52589   	4.38293   	4.34349   	0.00116254
257.472360	5.62824   	4.3439    	4.52514   	4.38214   	4.34274   	0.0011622 
257.555386	5.62721   	4.34315   	4.5244    	4.38135   	4.34199   	0.00116186
257.638412	5.62619   	4.3424    	4.52365   	4.38056   	4.34123   	0.00116152
257.721438	5.62517   	4.34164   	4.5229    	4.37977   	4.34048   	0.00116119
257.804464	5.62414   	4.34089   	4.52216   	4.37898   	4.33973   	0.00116085
257.887491	5.62312   	4.34014   	4.52141   	4.37819   	4.33898   	0.00116051
257.970517	5.6221    	4.33939   	4.52067   	4.3774    	4.33823   	0.00116017
258.053543	5.62108   	4.33864   	4.51992   	4.37661   	4.33748   	0.00115983
258.136569	5.62006   	4.33789   	4.51918   	4.37582   	4.33673   	0.0011595 
258.219596	5.61904   	4.33714   	4.51844   	4.37504   	4.33598   	0.00115916
258.302622	5.61803   	4.33639   	4.51769   	4.37425   	4.33523   	0.00115882
258.385648	5.61701   	4.33564   	4.51695   	4.37346   	4.33448   	0.00115848
258.468674	5.61599   	4.33489   	4.51621   	4.37268   	4.33373   	0.00115815
258.551700	5.61498   	4.33414   	4.51547   	4.37189   	4.33298   	0.00115781
258.634727	5.61396   	4.33339   	4.51473   	4.37111   	4.33224   	0.00115747
258.717753	5.61294   	4.33265   	4.51399   	4.37032   	4.33149   	0.00115714
258.800779	5.61193   	4.3319    	4.51325   	4.36954   	4.33074   	0.0011568 
258.883805	5.61092   	4.33115   	4.51251   	4.36876   	4.33      	0.00115647
258.966831	5.6099    	4.33041   	4.51177   	4.36797   	4.32925   	0.00115613
259.049858	5.60889   	4.32966   	4.51103   	4.36719   	4.3285    	0.0011558 
259.132884	5.60788   	4.32892   	4.51029   	4.36641   	4.32776   	0.00115546
259.215910	5.60687   	4.32817   	4.50955   	4.36563   	4.32702   	0.00115513
259.298936	5.60586   	4.32743   	4.50881   	4.36485   	4.32627   	0.00115479
259.381963	5.60484   	4.32668   	4.50808   	4.36407   	4.32553   	0.00115446
259.464989	5.60383   	4.32594   	4.50734   	4.36329   	4.32479   	0.00115412
259.548015	5.60283   	4.3252    	4.5066    	4.36251   	4.32404   	0.00115379
259.631041	5.60182   	4.32445   	4.50587   	4.36173   	4.3233    	0.00115345
259.714067	5.60081   	4.32371   	4.50513   	4.36095   	4.32256   	0.00115312
259.797094	5.5998    	4.32297   	4.5044    	4.36017   	4.32182   	0.00115279
259.880120	5.5988    	4.32223   	4.50366   	4.35939   	4.32108   	0.00115245
259.963146	5.59779   	4.32149   	4.50293   	4.35862   	4.32034   	0.00115212
260.046172	5.59678   	4.32075   	4.5022    	4.35784   	4.3196    	0.00115179
260.129199	5.59578   	4.32001   	4.50146   	4.35706   	4.31886   	0.00115145
260.212225	5.59477   	4.31927   	4.50073   	4.35629   	4.31812   	0.00115112
260.295251	5.59377   	4.31853   	4.5       	4.35551   	4.31738   	0.00115079
260.378277	5.59277   	4.31779   	4.49927   	4.35474   	4.31664   	0.00115046
260.461303	5.59176   	4.31706   	4.49854   	4.35396   	4.31591   	0.00115012
260.544330	5.59076   	4.31632   	4.4978    	4.35319   	4.31517   	0.00114979
260.627356	5.58976   	4.31558   	4.49707   	4.35242   	4.31443   	0.00114946
260.710382	5.58876   	4.31484   	4.49634   	4.35164   	4.3137    	0.00114913
260.793408	5.58776   	4.31411   	4.49561   	4.35087   	4.31296   	0.0011488 
260.876434	5.58676   	4.31337   	4.49488   	4.3501    	4.31222   	0.00114847
260.959461	5.58576   	4.31264   	4.49416   	4.34933   	4.31149   	0.00114814
261.042487	5.58476   	4.3119    	4.49343   	4.34856   	4.31075   	0.00114781
261.125513	5.58376   	4.31117   	4.4927    	4.34779   	4.31002   	0.00114748
261.208539	5.58277   	4.31043   	4.49197   	4.34702   	4.30929   	0.00114715
261.291566	5.58177   	4.3097    	4.49125   	4.34625   	4.30855   	0.00114682
261.374592	5.58077   	4.30897   	4.49052   	4.34548   	4.30782   	0.00114649
261.457618	5.57978   	4.30823   	4.48979   	4.34471   	4.30709   	0.00114616
261.540644	5.57878   	4.3075    	4.48907   	4.34394   	4.30636   	0.00114583
261.623670	5.57779   	4.30677   	4.48834   	4.34317   	4.30563   	0.0011455 
261.706697	5.5768    	4.30604   	4.48762   	4.34241   	4.30489   	0.00114517
261.789723	5.5758    	4.30531   	4.48689   	4.34164   	4.30416   	0.00114484
261.872749	5.57481   	4.30458   	4.48617   	4.34087   	4.30343   	0.00114451
261.955775	5.57382   	4.30385   	4.48544   	4.34011   	4.3027    	0.00114418
262.038801	5.57283   	4.30312   	4.48472   	4.33934   	4.30197   	0.00114386
262.121828	5.57183   	4.30239   	4.484     	4.33858   	4.30125   	0.00114353
262.204854	5.57084   	4.30166   	4.48328   	4.33781   	4.30052   	0.0011432 
262.287880	5.56985   	4.30093   	4.48255   	4.33705   	4.29979   	0.00114287
262.370906	5.56887   	4.3002    	4.48183   	4.33628   	4.29906   	0.00114255
262.453933	5.56788   	4.29948   	4.48111   	4.33552   	4.29834   	0.00114222
262.536959	5.56689   	4.29875   	4.48039   	4.33476   	4.29761   	0.00114189
262.619985	5.5659    	4.29802   	4.47967   	4.334     	4.29688   	0.00114156
262.703011	5.56491   	4.2973    	4.47895   	4.33324   	4.29616   	0.00114124
262.786037	5.56393   	4.29657   	4.47823   	4.33247   	4.29543   	0.00114091
262.869064	5.56294   	4.29585   	4.47751   	4.33171   	4.29471   	0.00114059
262.952090	5.56196   	4.29512   	4.4768    	4.33095   	4.29398   	0.00114026
263.035116	5.56097   	4.2944    	4.47608   	4.33019   	4.29326   	0.00113993
263.118142	5.55999   	4.29367   	4.47536   	4.32943   	4.29253   	0.00113961
263.201169	5.55901   	4.29295   	4.47464   	4.32868   	4.29181   	0.00113928
263.284195	5.55802   	4.29223   	4.47393   	4.32792   	4.29109   	0.00113896
263.367221	5.55704   	4.2915    	4.47321   	4.32716   	4.29037   	0.00113863
263.450247	5.55606   	4.29078   	4.47249   	4.3264    	4.28964   	0.00113831
263.533273	5.55508   	4.29006   	4.47178   	4.32564   	4.28892   	0.00113798
263.616300	5.5541    	4.28934   	4.47106   	4.32489   	4.2882    	0.00113766
263.699326	5.55312   	4.28862   	4.47035   	4.32413   	4.28748   	0.00113733
263.782352	5.55214   	4.2879    	4.46964   	4.32338   	4.28676   	0.00113701
263.865378	5.55116   	4.28718   	4.46892   	4.32262   	4.28604   	0.00113669
263.948404	5.55018   	4.28646   	4.46821   	4.32187   	4.28532   	0.00113636
264.031431	5.5492    	4.28574   	4.4675    	4.32111   	4.2846    	0.00113604
264.114457	5.54823   	4.28502   	4.46678   	4.32036   	4.28388   	0.00113572
264.197483	5.54725   	4.2843    	4.46607   	4.31961   	4.28317   	0.00113539
264.280509	5.54627   	4.28358   	4.46536   	4.31885   	4.28245   	0.00113507
264.363536	5.5453    	4.28287   	4.46465   	4.3181    	4.28173   	0.00113475
264.446562	5.54432   	4.28215   	4.46394   	4.31735   	4.28101   	0.00113442
264.529588	5.54335   	4.28143   	4.46323   	4.3166    	4.2803    	0.0011341 
264.612614	5.54238   	4.28072   	4.46252   	4.31585   	4.27958   	0.00113378
264.695640	5.5414    	4.28      	4.46181   	4.31509   	4.27887   	0.00113346
264.778667	5.54043   	4.27929   	4.4611    	4.31434   	4.27815   	0.00113314
264.861693	5.53946   	4.27857   	4.46039   	4.3136    	4.27744   	0.00113281
264.944719	5.53849   	4.27786   	4.45968   	4.31285   	4.27672   	0.00113249
265.027745	5.53752   	4.27714   	4.45897   	4.3121    	4.27601   	0.00113217
265.110772	5.53654   	4.27643   	4.45827   	4.31135   	4.2753    	0.00113185
265.193798	5.53558   	4.27571   	4.45756   	4.3106    	4.27458   	0.00113153
265.276824	5.53461   	4.275     	4.45685   	4.30985   	4.27387   	0.00113121
265.359850	5.53364   	4.27429   	4.45615   	4.30911   	4.27316   	0.00113089
265.442876	5.53267   	4.27358   	4.45544   	4.30836   	4.27245   	0.00113057
265.525903	5.5317    	4.27287   	4.45474   	4.30761   	4.27174   	0.00113025
265.608929	5.53073   	4.27215   	4.45403   	4.30687   	4.27102   	0.00112993
265.691955	5.52977   	4.27144   	4.45333   	4.30612   	4.27031   	0.00112961
265.774981	5.5288    	4.27073   	4.45262   	4.30538   	4.2696    	0.00112929
265.858007	5.52784   	4.27002   	4.45192   	4.30463   	4.26889   	0.00112897
265.941034	5.52687   	4.26931   	4.45122   	4.30389   	4.26819   	0.00112865
266.024060	5.52591   	4.26861   	4.45051   	4.30315   	4.26748   	0.00112833
266.107086	5.52494   	4.2679    	4.44981   	4.3024    	4.26677   	0.00112801
266.190112	5.52398   	4.26719   	4.44911   	4.30166   	4.26606   	0.0011277 
266.273139	5.52302   	4.26648   	4.44841   	4.30092   	4.26535   	0.00112738
266.356165	5.52206   	4.26577   	4.44771   	4.30018   	4.26465   	0.00112706
266.439191	5.5211    	4.26507   	4.44701   	4.29944   	4.26394   	0.00112674
266.522217	5.52014   	4.26436   	4.44631   	4.2987    	4.26323   	0.00112642
266.605243	5.51918   	4.26365   	4.44561   	4.29796   	4.26253   	0.00112611
266.688270	5.51822   	4.26295   	4.44491   	4.29722   	4.26182   	0.00112579
266.771296	5.51726   	4.26224   	4.44421   	4.29648   	4.26112   	0.00112547
266.854322	5.5163    	4.26154   	4.44351   	4.29574   	4.26041   	0.00112515
266.937348	5.51534   	4.26083   	4.44281   	4.295     	4.25971   	0.00112484
267.020375	5.51438   	4.26013   	4.44211   	4.29426   	4.259     	0.00112452
267.103401	5.51343   	4.25943   	4.44142   	4.29352   	4.2583    	0.0011242 
267.186427	5.51247   	4.25872   	4.44072   	4.29279   	4.2576    	0.00112389
267.269453	5.51151   	4.25802   	4.44002   	4.29205   	4.2569    	0.00112357
267.352479	5.51056   	4.25732   	4.43933   	4.29131   	4.25619   	0.00112326
267.435506	5.5096    	4.25662   	4.43863   	4.29058   	4.25549   	0.00112294
267.518532	5.50865   	4.25591   	4.43793   	4.28984   	4.25479   	0.00112262
267.601558	5.5077    	4.25521   	4.43724   	4.28911   	4.25409   	0.00112231
267.684584	5.50674   	4.25451   	4.43655   	4.28837   	4.25339   	0.00112199
267.767610	5.50579   	4.25381   	4.43585   	4.28764   	4.25269   	0.00112168
267.850637	5.50484   	4.25311   	4.43516   	4.28691   	4.25199   	0.00112136
267.933663	5.50389   	4.25241   	4.43446   	4.28617   	4.25129   	0.00112105
268.016689	5.50294   	4.25171   	4.43377   	4.28544   	4.25059   	0.00112073
268.099715	5.50199   	4.25101   	4.43308   	4.28471   	4.24989   	0.00112042
268.182742	5.50104   	4.25032   	4.43239   	4.28398   	4.2492    	0.00112011
268.265768	5.50009   	4.24962   	4.4317    	4.28324   	4.2485    	0.00111979
268.348794	5.49914   	4.24892   	4.431     	4.28251   	4.2478    	0.00111948
268.431820	5.49819   	4.24822   	4.43031   	4.28178   	4.2471    	0.00111917
268.514846	5.49724   	4.24753   	4.42962   	4.28105   	4.24641   	0.00111885
268.597873	5.49629   	4.24683   	4.42893   	4.28032   	4.24571   	0.00111854
268.680899	5.49535   	4.24613   	4.42824   	4.27959   	4.24502   	0.00111823
268.763925	5.4944    	4.24544   	4.42755   	4.27887   	4.24432   	0.00111791
268.846951	5.49346   	4.24474   	4.42687   	4.27814   	4.24363   	0.0011176 
268.929978	5.49251   	4.24405   	4.42618   	4.27741   	4.24293   	0.00111729
269.013004	5.49157   	4.24336   	4.42549   	4.27668   	4.24224   	0.00111698
269.096030	5.49062   	4.24266   	4.4248    	4.27595   	4.24154   	0.00111666
269.179056	5.48968   	4.24197   	4.42412   	4.27523   	4.24085   	0.00111635
269.262082	5.48874   	4.24127   	4.42343   	4.2745    	4.24016   	0.00111604
269.345109	5.4878    	4.24058   	4.42274   	4.27378   	4.23947   	0.00111573
269.428135	5.48685   	4.23989   	4.42206   	4.27305   	4.23877   	0.00111542
269.511161	5.48591   	4.2392    	4.42137   	4.27233   	4.23808   	0.00111511
269.594187	5.48497   	4.23851   	4.42069   	4.2716    	4.23739   	0.0011148 
269.677213	5.48403   	4.23782   	4.42      	4.27088   	4.2367    	0.00111448
269.760240	5.48309   	4.23713   	4.41932   	4.27015   	4.23601   	0.00111417
269.843266	5.48215   	4.23644   	4.41863   	4.26943   	4.23532   	0.00111386
269.926292	5.48122   	4.23575   	4.41795   	4.26871   	4.23463   	0.00111355
270.009318	5.48028   	4.23506   	4.41727   	4.26799   	4.23394   	0.00111324
270.092345	5.47934   	4.23437   	4.41658   	4.26726   	4.23325   	0.00111293
270.175371	5.4784    	4.23368   	4.4159    	4.26654   	4.23257   	0.00111262
270.258397	5.47747   	4.23299   	4.41522   	4.26582   	4.23188   	0.00111231
270.341423	5.47653   	4.2323    	4.41454   	4.2651    	4.23119   	0.00111201
270.424449	5.4756    	4.23161   	4.41386   	4.26438   	4.2305    	0.0011117 
270.507476	5.47466   	4.23093   	4.41318   	4.26366   	4.22982   	0.00111139
270.590502	5.47373   	4.23024   	4.4125    	4.26294   	4.22913   	0.00111108
270.673528	5.47279   	4.22956   	4.41182   	4.26222   	4.22844   	0.00111077
270.756554	5.47186   	4.22887   	4.41114   	4.2615    	4.22776   	0.00111046
270.839581	5.47093   	4.22818   	4.41046   	4.26079   	4.22707   	0.00111015
270.922607	5.47      	4.2275    	4.40978   	4.26007   	4.22639   	0.00110984
271.005633	5.46906   	4.22681   	4.4091    	4.25935   	4.2257    	0.00110954
271.088659	5.46813   	4.22613   	4.40842   	4.25863   	4.22502   	0.00110923
271.171685	5.4672    	4.22545   	4.40775   	4.25792   	4.22434   	0.00110892
271.254712	5.46627   	4.22476   	4.40707   	4.2572    	4.22365   	0.00110861
271.337738	5.46534   	4.22408   	4.40639   	4.25649   	4.22297   	0.00110831
271.420764	5.46441   	4.2234    	4.40572   	4.25577   	4.22229   	0.001108  
271.503790	5.46349   	4.22272   	4.40504   	4.25506   	4.22161   	0.00110769
271.586816	5.46256   	4.22203   	4.40436   	4.25434   	4.22093   	0.00110739
271.669843	5.46163   	4.22135   	4.40369   	4.25363   	4.22024   	0.00110708
271.752869	5.4607    	4.22067   	4.40301   	4.25292   	4.21956   	0.00110677
271.835895	5.45978   	4.21999   	4.40234   	4.2522    	4.21888   	0.00110647
271.918921	5.45885   	4.21931   	4.40167   	4.25149   	4.2182    	0.00110616
272.001948	5.45793   	4.21863   	4.40099   	4.25078   	4.21752   	0.00110586
272.084974	5.457     	4.21795   	4.40032   	4.25007   	4.21684   	0.00110555
272.168000	5.45608   	4.21727   	4.39965   	4.24936   	4.21617   	0.00110525
272.251026	5.45515   	4.21659   	4.39898   	4.24864   	4.21549   	0.00110494
272.334052	5.45423   	4.21591   	4.3983    	4.24793   	4.21481   	0.00110463
272.417079	5.45331   	4.21524   	4.39763   	4.24722   	4.21413   	0.00110433
272.500105	5.45239   	4.21456   	4.39696   	4.24651   	4.21346   	0.00110403
272.583131	5.45147   	4.21388   	4.39629   	4.24581   	4.21278   	0.00110372
272.666157	5.45054   	4.21321   	4.39562   	4.2451    	4.2121    	0.00110342
272.749184	5.44962   	4.21253   	4.39495   	4.24439   	4.21143   	0.00110311
272.832210	5.4487    	4.21185   	4.39428   	4.24368   	4.21075   	0.00110281
272.915236	5.44778   	4.21118   	4.39361   	4.24297   	4.21007   	0.0011025 
272.998262	5.44687   	4.2105    	4.39294   	4.24227   	4.2094    	0.0011022 
273.081288	5.44595   	4.20983   	4.39227   	4.24156   	4.20873   	0.0011019 
273.164315	5.44503   	4.20915   	4.3916    	4.24085   	4.20805   	0.00110159
273.247341	5.44411   	4.20848   	4.39094   	4.24015   	4.20738   	0.00110129
273.330367	5.4432    	4.20781   	4.39027   	4.23944   	4.2067    	0.00110099
273.413393	5.44228   	4.20713   	4.3896    	4.23874   	4.20603   	0.00110069
273.496419	5.44136   	4.20646   	4.38894   	4.23803   	4.20536   	0.00110038
273.579446	5.44045   	4.20579   	4.38827   	4.23733   	4.20469   	0.00110008
273.662472	5.43953   	4.20511   	4.3876    	4.23662   	4.20402   	0.00109978
273.745498	5.43862   	4.20444   	4.38694   	4.23592   	4.20334   	0.00109948
273.828524	5.4377    	4.20377   	4.38627   	4.23522   	4.20267   	0.00109917
273.911551	5.43679   	4.2031    	4.38561   	4.23452   	4.202     	0.00109887
273.994577	5.43588   	4.20243   	4.38494   	4.23381   	4.20133   	0.00109857
274.077603	5.43497   	4.20176   	4.38428   	4.23311   	4.20066   	0.00109827
274.160629	5.43405   	4.20109   	4.38362   	4.23241   	4.19999   	0.00109797
274.243655	5.43314   	4.20042   	4.38295   	4.23171   	4.19932   	0.00109767
274.326682	5.43223   	4.19975   	4.38229   	4.23101   	4.19865   	0.00109737
274.409708	5.43132   	4.19908   	4.38163   	4.23031   	4.19799   	0.00109707
274.492734	5.43041   	4.19842   	4.38097   	4.22961   	4.19732   	0.00109677
274.575760	5.4295    	4.19775   	4.3803    	4.22891   	4.19665   	0.00109646
274.658787	5.4286    	4.19708   	4.37964   	4.22821   	4.19598   	0.00109616
274.741813	5.42769   	4.19641   	4.37898   	4.22751   	4.19532   	0.00109586
274.824839	5.42678   	4.19575   	4.37832   	4.22682   	4.19465   	0.00109556
274.907865	5.42587   	4.19508   	4.37766   	4.22612   	4.19398   	0.00109527
274.990891	5.42497   	4.19441   	4.377     	4.22542   	4.19332   	0.00109497
275.073918	5.42406   	4.19375   	4.37634   	4.22472   	4.19265   	0.00109467
275.156944	5.42315   	4.19308   	4.37568   	4.22403   	4.19199   	0.00109437
275.239970	5.42225   	4.19242   	4.37502   	4.22333   	4.19132   	0.00109407
275.322996	5.42134   	4.19175   	4.37437   	4.22264   	4.19066   	0.00109377
275.406022	5.42044   	4.19109   	4.37371   	4.22194   	4.19      	0.00109347
275.489049	5.41954   	4.19043   	4.37305   	4.22125   	4.18933   	0.00109317
275.572075	5.41863   	4.18976   	4.37239   	4.22055   	4.18867   	0.00109287
275.655101	5.41773   	4.1891    	4.37174   	4.21986   	4.18801   	0.00109258
275.738127	5.41683   	4.18844   	4.37108   	4.21916   	4.18735   	0.00109228
275.821154	5.41593   	4.18778   	4.37042   	4.21847   	4.18668   	0.00109198
275.904180	5.41503   	4.18711   	4.36977   	4.21778   	4.18602   	0.00109168
275.987206	5.41413   	4.18645   	4.36911   	4.21709   	4.18536   	0.00109139
276.070232	5.41323   	4.18579   	4.36846   	4.2164    	4.1847    	0.00109109
276.153258	5.41233   	4.18513   	4.3678    	4.2157    	4.18404   	0.00109079
276.236285	5.41143   	4.18447   	4.36715   	4.21501   	4.18338   	0.00109049
276.319311	5.41053   	4.18381   	4.36649   	4.21432   	4.18272   	0.0010902 
276.402337	5.40963   	4.18315   	4.36584   	4.21363   	4.18206   	0.0010899 
276.485363	5.40873   	4.18249   	4.36519   	4.21294   	4.1814    	0.0010896 
276.568390	5.40784   	4.18183   	4.36453   	4.21225   	4.18074   	0.00108931
276.651416	5.40694   	4.18118   	4.36388   	4.21156   	4.18009   	0.00108901
276.734442	5.40604   	4.18052   	4.36323   	4.21087   	4.17943   	0.00108872
276.817468	5.40515   	4.17986   	4.36258   	4.21019   	4.17877   	0.00108842
276.900494	5.40425   	4.1792    	4.36193   	4.2095    	4.17811   	0.00108812
276.983521	5.40336   	4.17855   	4.36127   	4.20881   	4.17746   	0.00108783
277.066547	5.40247   	4.17789   	4.36062   	4.20812   	4.1768    	0.00108753
277.149573	5.40157   	4.17723   	4.35997   	4.20744   	4.17615   	0.00108724
277.232599	5.40068   	4.17658   	4.35932   	4.20675   	4.17549   	0.00108694
277.315625	5.39979   	4.17592   	4.35867   	4.20607   	4.17484   	0.00108665
277.398652	5.3989    	4.17527   	4.35802   	4.20538   	4.17418   	0.00108635
277.481678	5.398     	4.17461   	4.35738   	4.20469   	4.17353   	0.00108606
