0	0	0	0	0.499972593	0
0	0	1	0	0.49997034	0
0	0	2	0	0.499966101	0
0	0	3	8.35E-39	0.499959519	-3.42E-38
0	0	4	8.35E-39	0.499949642	-3.42E-38
0	0	5	0	0.499936095	7.39E-22
0	0	6	0	0.499919447	0
0	0	7	0	0.499900242	0
0	0	8	8.78E-23	0.499880081	1.71E-21
0	0	9	0	0.499855786	0
0	0	10	0	0.49982743	3.64E-38
0	0	11	0	0.499794971	0
0	0	12	0	0.499760817	0
0	0	13	0	0.499721937	6.33E-38
0	0	14	0	0.499680249	0
0	0	15	-1.43E-23	0.49963705	-3.33E-22
0	0	16	0	0.499585854	0
0	0	17	0	0.499529268	0
0	0	18	0	0.499468866	0
0	0	19	-4.07E-23	0.499407263	-6.94E-22
0	0	20	0	0.499340806	0
0	0	21	9.05E-38	0.49926955	-2.67E-37
0	0	22	6.39E-23	0.499192911	7.32E-22
0	0	23	0	0.499107511	0
0	0	24	0	0.499015835	0
0	0	25	0	0.49891792	0
0	0	26	0	0.498813067	0
0	0	27	0	0.498694426	0
0	0	28	0	0.498563584	0
0	0	29	2.98E-37	0.498431984	-5.13E-37
0	0	30	-2.52E-22	0.498314238	-2.76E-21
0	0	31	0	0.498162608	-1.43E-20
0	0	32	0	0.498003438	0
0	0	33	0	0.497837508	0
0	0	34	1.39E-38	0.497658529	5.87E-37
0	0	35	0	0.497478417	0
0	0	36	0	0.497280811	-3.41E-37
0	0	37	2.77E-22	0.497060599	4.04E-21
0	0	38	0	0.496821327	0
0	0	39	-8.28E-23	0.496575376	-1.10E-20
0	0	40	0	0.49632071	0
0	0	41	4.50E-23	0.496054786	-4.64E-21
0	0	42	0	0.495743457	0
0	0	43	0	0.495445693	0
0	0	44	0	0.495138005	-8.19E-21
0	0	45	0	0.494773962	-3.28E-20
0	0	46	0	0.494374982	0
0	0	47	0	0.493986267	0
0	0	48	0	0.493594919	1.21E-20
0	0	49	0	0.493108156	0
0	0	50	0	0.492584863	0
0	0	51	-2.07E-22	0.492057036	-4.49E-20
0	0	52	0	0.491534979	0
0	0	53	6.79E-23	0.490966396	-9.68E-21
0	0	54	0	0.490337661	-3.55E-36
0	0	55	0	0.489660797	1.75E-20
0	0	56	0	0.488940413	0
0	0	57	1.84E-21	0.488254388	-2.66E-20
0	0	58	0	0.487490489	0
0	0	59	0	0.486644251	0
0	0	60	0	0.485708001	0
0	0	61	-1.22E-21	0.484750001	-3.60E-20
0	0	62	0	0.483736743	0
0	0	63	-1.04E-21	0.482660031	2.66E-20
0	0	64	0	0.481524837	0
0	0	65	0	0.480324989	0
0	0	66	0	0.47906482	7.14E-20
0	0	67	0	0.477740612	0
0	0	68	0	0.476297677	-7.47E-20
0	0	69	0	0.474680466	0
0	0	70	0	0.47297279	8.11E-20
0	0	71	0	0.471284511	2.25E-36
0	0	72	4.41E-21	0.469528261	1.26E-19
0	0	73	0	0.467528477	-1.96E-19
0	0	74	0	0.465365961	0
0	0	75	2.33E-21	0.463393734	-1.25E-19
0	0	76	0	0.461357504	0
0	0	77	0	0.459018389	0
0	0	78	-1.11E-21	0.456330767	8.69E-20
0	0	79	0	0.453920071	-6.72E-36
0	0	80	0	0.4512606	1.21E-19
0	0	81	0	0.448421534	0
0	0	82	0	0.445435087	-1.30E-19
0	0	83	0	0.44191028	-1.73E-19
0	0	84	-6.99E-21	0.438561841	-9.94E-20
0	0	85	1.16E-36	0.435307967	-1.95E-35
0	0	86	3.50E-21	0.431943835	4.97E-20
0	0	87	0	0.428280281	0
0	0	88	0	0.424281999	0
0	0	89	0	0.419994065	-1.62E-19
0	0	90	0	0.415701029	5.99E-36
0	0	91	0	0.411243024	1.78E-19
0	0	92	8.08E-21	0.406781833	1.74E-19
0	0	93	7.07E-21	0.402368832	6.96E-20
0	0	94	-3.23E-20	0.397235264	-3.18E-19
0	0	95	6.54E-37	0.392082321	1.79E-35
0	0	96	0	0.386992196	1.26E-19
0	0	97	0	0.382074065	0
0	0	98	0	0.376322295	0
0	0	99	0	0.370527618	5.70E-19
0	0	100	-2.91E-20	0.364615428	1.93E-19
0	0	101	0	0.358154547	0
0	0	102	0	0.35244186	-4.01E-19
0	0	103	5.77E-21	0.346631955	-2.18E-19
0	0	104	-3.74E-20	0.340523208	-4.57E-19
0	0	105	-1.87E-20	0.334380224	-2.28E-19
0	0	106	0	0.327799163	3.64E-19
0	0	107	6.46E-21	0.321298581	2.95E-19
0	0	108	0	0.315235354	0
0	0	109	0	0.308052848	0
0	0	110	1.40E-20	0.301273543	-2.00E-19
0	0	111	0	0.294476488	-1.97E-19
0	0	112	0	0.286916672	4.37E-35
0	0	113	0	0.281044324	0
0	0	114	0	0.274476323	-3.62E-19
0	0	115	-2.19E-20	0.267217359	-1.98E-19
0	0	116	-5.84E-20	0.26066616	-5.28E-19
0	0	117	0	0.25354292	8.47E-19
0	0	118	0	0.246493712	-1.78E-34
0	0	119	0	0.239719934	-2.49E-19
0	0	120	0	0.232331149	7.96E-19
0	0	121	0	0.225703692	0
0	0	122	0	0.219013605	6.96E-19
0	0	123	0	0.211456301	1.74E-19
0	0	124	-6.03E-21	0.205495963	2.14E-19
0	0	125	0	0.19883956	0
0	0	126	0	0.191874863	0
0	0	127	6.46E-22	0.185764069	5.89E-20
0	0	128	0	0.179595838	0
0	0	129	0	0.173290137	0
0	0	130	5.16E-21	0.16688125	-1.53E-19
0	0	131	0	0.160717163	0
0	0	132	0	0.154980427	0
0	0	133	0	0.149174798	0
0	0	134	0	0.143038703	0
0	0	135	0	0.13754974	3.04E-19
0	0	136	0	0.131678349	-3.19E-35
0	0	137	-1.72E-36	0.125920584	-4.95E-35
0	0	138	-9.66E-22	0.120983066	6.01E-20
0	0	139	0	0.115690181	0
0	0	140	0	0.110610972	0
0	0	141	0	0.105844631	2.08E-19
0	0	142	0	0.10157196	0
0	0	143	0	9.67E-02	7.25E-36
0	0	144	-1.85E-36	9.20E-02	3.09E-35
0	0	145	-2.63E-21	8.76E-02	-5.13E-20
0	0	146	0	8.35E-02	0
0	0	147	0	7.93E-02	0
0	0	148	0	7.53E-02	0
0	0	149	0	7.14E-02	0
0	0	150	0	6.77E-02	0
0	0	151	0	6.43E-02	0
0	0	152	0	6.11E-02	0
0	0	153	0	5.75E-02	4.60E-20
0	0	154	-1.85E-20	5.43E-02	-1.70E-19
0	0	155	0	5.12E-02	0
0	0	156	9.33E-22	4.83E-02	1.44E-19
0	0	157	0	4.57E-02	0
0	0	158	0	4.32E-02	0
0	0	159	0	4.08E-02	0
0	0	160	0	3.83E-02	-2.23E-20
0	0	161	0	3.61E-02	0
0	0	162	7.72E-21	3.39E-02	1.22E-19
0	0	163	0	3.19E-02	-1.19E-35
0	0	164	0	3.00E-02	-1.19E-35
0	0	165	0	2.81E-02	0
0	0	166	1.16E-21	2.64E-02	-7.53E-20
0	0	167	0	2.47E-02	0
0	0	168	0	2.31E-02	0
0	0	169	0	2.17E-02	0
0	0	170	0	2.02E-02	8.13E-20
0	0	171	0	1.89E-02	0
0	0	172	0	1.78E-02	0
0	0	173	0	1.68E-02	0
0	0	174	0	1.58E-02	1.27E-36
0	0	175	0	1.47E-02	0
0	0	176	0	1.40E-02	0
0	0	177	-9.82E-37	1.29E-02	-4.57E-36
0	0	178	0	1.19E-02	0
0	0	179	5.27E-21	1.11E-02	9.48E-20
0	0	180	0	1.02E-02	1.66E-19
0	0	181	0	9.64E-03	-3.82E-19
0	0	182	0	9.03E-03	1.66E-19
0	0	183	0	8.42E-03	1.66E-19
0	0	184	-7.02E-21	7.81E-03	8.74E-20
0	0	185	-7.56E-21	7.26E-03	1.44E-19
0	0	186	-1.51E-20	6.92E-03	3.20E-20
0	0	187	-7.56E-21	6.57E-03	-2.01E-19
0	0	188	0	6.23E-03	-2.21E-19
0	0	189	0	5.89E-03	1.23E-19
0	0	190	-7.56E-21	5.55E-03	-2.01E-19
0	0	191	-3.78E-21	5.20E-03	-2.11E-19
0	0	192	-7.56E-21	4.86E-03	-2.01E-19
0	0	193	0	4.52E-03	1.23E-19
0	0	194	3.78E-21	4.18E-03	2.45E-19
0	0	195	0	3.90E-03	0
0	0	196	0	3.72E-03	0
0	0	197	0	3.54E-03	0
0	0	198	0	3.36E-03	0
0	0	199	0	3.18E-03	0
0	0	200	-1.23E-21	3.00E-03	-3.32E-20
0	0	201	0	2.82E-03	0
0	0	202	-6.15E-22	2.63E-03	-1.66E-20
0	0	203	0	2.45E-03	0
0	0	204	9.23E-22	2.27E-03	2.49E-20
0	0	205	0	2.14E-03	6.57E-20
0	0	206	0	2.04E-03	6.57E-20
0	0	207	0	1.94E-03	1.47E-19
0	0	208	0	1.83E-03	6.57E-20
0	0	209	0	1.73E-03	6.57E-20
0	0	210	0	1.63E-03	6.57E-20
0	0	211	0	1.52E-03	6.57E-20
0	0	212	0	1.42E-03	6.57E-20
0	0	213	0	1.32E-03	1.47E-19
0	0	214	0	1.22E-03	0
0	0	215	0	1.16E-03	4.15E-20
0	0	216	0	1.11E-03	4.15E-20
0	0	217	0	1.06E-03	-9.76E-21
0	0	218	0	1.01E-03	4.15E-20
0	0	219	0	9.55E-04	4.15E-20
0	0	220	0	9.05E-04	4.15E-20
0	0	221	0	8.54E-04	4.15E-20
0	0	222	0	8.03E-04	4.15E-20
0	0	223	0	7.53E-04	4.15E-20
0	0	224	0	7.03E-04	0
0	0	225	0	6.69E-04	2.77E-20
0	0	226	0	6.35E-04	-3.23E-21
0	0	227	0	6.01E-04	2.77E-20
0	0	228	0	5.67E-04	-3.23E-21
0	0	229	0	5.33E-04	-3.23E-21
0	0	230	0	4.99E-04	-3.23E-21
0	0	231	0	4.65E-04	-3.23E-21
0	0	232	0	4.32E-04	-3.23E-21
0	0	233	0	3.98E-04	-3.23E-21
0	0	234	0	3.69E-04	9.17E-21
0	0	235	0	3.52E-04	9.17E-21
0	0	236	0	3.35E-04	9.17E-21
0	0	237	0	3.19E-04	9.17E-21
0	0	238	0	3.02E-04	9.17E-21
0	0	239	0	2.85E-04	-4.55E-21
0	0	240	0	2.69E-04	-4.55E-21
0	0	241	0	2.52E-04	9.95E-21
0	0	242	0	2.35E-04	9.95E-21
0	0	243	0	2.19E-04	-4.55E-21
0	0	244	0	2.06E-04	-4.31E-37
0	0	245	0	1.97E-04	-4.31E-37
0	0	246	0	1.88E-04	-4.31E-37
0	0	247	0	1.79E-04	-4.31E-37
0	0	248	0	1.71E-04	-4.31E-37
0	0	249	0	1.62E-04	-4.31E-37
0	0	250	0	1.53E-04	-4.31E-37
0	0	251	0	1.44E-04	-4.31E-37
0	0	252	0	1.35E-04	-4.31E-37
0	0	253	0	1.26E-04	-4.31E-37
0	0	254	0	1.19E-04	0
0	0	255	0	1.12E-04	0
0	0	256	0	1.06E-04	0
0	0	257	0	9.92E-05	0
0	0	258	0	9.26E-05	0
0	0	259	0	8.60E-05	0
0	0	260	0	7.94E-05	0
0	0	261	0	7.27E-05	0
0	0	262	0	6.61E-05	0
0	0	263	0	5.95E-05	0
0	0	264	0	5.54E-05	0
0	0	265	0	5.14E-05	0
0	0	266	0	4.74E-05	0
0	0	267	0	4.34E-05	0
0	0	268	0	3.94E-05	0
0	0	269	0	3.55E-05	0
0	0	270	0	3.15E-05	0
0	0	271	0	2.75E-05	0
0	0	272	0	2.35E-05	0
0	0	273	-5.46E-08	1.98E-05	0
0	0	274	-3.68E-07	1.75E-05	0
0	0	275	-6.82E-07	1.53E-05	0
0	0	276	-9.96E-07	1.30E-05	0
0	0	277	-1.31E-06	1.07E-05	0
0	0	278	-1.62E-06	8.46E-06	0
0	0	279	-1.94E-06	6.19E-06	0
0	0	280	-2.25E-06	3.92E-06	0
0	0	281	-2.57E-06	1.65E-06	0
0	0	282	-2.88E-06	-6.15E-07	0
0	0	283	-2.95E-06	-2.49E-06	0
0	0	284	-2.63E-06	-3.76E-06	0
0	0	285	-2.32E-06	-5.03E-06	1.11E-21
0	0	286	-2.01E-06	-6.29E-06	0
0	0	287	-1.69E-06	-7.56E-06	0
0	0	288	-1.38E-06	-8.83E-06	0
0	0	289	-1.06E-06	-1.01E-05	0
0	0	290	-7.51E-07	-1.14E-05	0
0	0	291	-4.37E-07	-1.26E-05	0
0	0	292	-1.23E-07	-1.39E-05	6.91E-23
0	0	293	0	-1.50E-05	2.15E-22
0	0	294	0	-1.59E-05	2.15E-22
0	0	295	0	-1.69E-05	2.15E-22
0	0	296	0	-1.78E-05	2.15E-22
0	0	297	0	-1.88E-05	2.15E-22
0	0	298	0	-1.97E-05	2.15E-22
0	0	299	0	-2.07E-05	2.15E-22
0	0	300	0	-2.16E-05	2.15E-22
