Energy (MeV/u)	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	2 - ATIMA 1.2  LS-theory (recommended for high energy)	3 - ATIMA 1.2  without LS-correction	4 - electrical component of [1] - J.F.Ziegler et al	5 - nuclear component of [1] - J.F.Ziegler et al
274.943820	5.42548   	3.78875   	3.95367   	3.81678   	3.78786   	0.000899156
275.018727	5.42466   	3.78821   	3.95313   	3.81621   	3.78731   	0.000898934
275.093633	5.42385   	3.78767   	3.95259   	3.81564   	3.78677   	0.000898713
275.168539	5.42303   	3.78713   	3.95206   	3.81507   	3.78623   	0.000898491
275.243446	5.42221   	3.78659   	3.95152   	3.81451   	3.78569   	0.000898269
275.318352	5.4214    	3.78604   	3.95098   	3.81394   	3.78515   	0.000898048
275.393258	5.42058   	3.7855    	3.95045   	3.81337   	3.78461   	0.000897827
275.468165	5.41976   	3.78496   	3.94991   	3.81281   	3.78406   	0.000897605
275.543071	5.41895   	3.78442   	3.94938   	3.81224   	3.78352   	0.000897384
275.617978	5.41814   	3.78388   	3.94884   	3.81168   	3.78298   	0.000897163
275.692884	5.41732   	3.78334   	3.94831   	3.81111   	3.78244   	0.000896942
275.767790	5.41651   	3.7828    	3.94777   	3.81055   	3.78191   	0.000896721
275.842697	5.41569   	3.78226   	3.94724   	3.80998   	3.78137   	0.000896501
275.917603	5.41488   	3.78172   	3.9467    	3.80942   	3.78083   	0.00089628
275.992509	5.41407   	3.78118   	3.94617   	3.80885   	3.78029   	0.00089606
276.067416	5.41326   	3.78065   	3.94563   	3.80829   	3.77975   	0.000895839
276.142322	5.41245   	3.78011   	3.9451    	3.80772   	3.77921   	0.000895619
276.217228	5.41163   	3.77957   	3.94457   	3.80716   	3.77867   	0.000895399
276.292135	5.41082   	3.77903   	3.94403   	3.8066    	3.77814   	0.000895179
276.367041	5.41001   	3.77849   	3.9435    	3.80604   	3.7776    	0.000894959
276.441948	5.4092    	3.77796   	3.94297   	3.80547   	3.77706   	0.000894739
276.516854	5.40839   	3.77742   	3.94244   	3.80491   	3.77653   	0.00089452
276.591760	5.40758   	3.77688   	3.9419    	3.80435   	3.77599   	0.0008943 
276.666667	5.40678   	3.77635   	3.94137   	3.80379   	3.77545   	0.000894081
276.741573	5.40597   	3.77581   	3.94084   	3.80323   	3.77492   	0.000893861
276.816479	5.40516   	3.77528   	3.94031   	3.80267   	3.77438   	0.000893642
276.891386	5.40435   	3.77474   	3.93978   	3.80211   	3.77385   	0.000893423
276.966292	5.40355   	3.7742    	3.93925   	3.80155   	3.77331   	0.000893204
277.041199	5.40274   	3.77367   	3.93872   	3.80099   	3.77278   	0.000892985
277.116105	5.40193   	3.77313   	3.93819   	3.80043   	3.77224   	0.000892766
277.191011	5.40113   	3.7726    	3.93766   	3.79987   	3.77171   	0.000892548
277.265918	5.40032   	3.77207   	3.93713   	3.79931   	3.77117   	0.000892329
277.340824	5.39952   	3.77153   	3.9366    	3.79875   	3.77064   	0.000892111
277.415730	5.39871   	3.771     	3.93607   	3.79819   	3.77011   	0.000891892
277.490637	5.39791   	3.77047   	3.93554   	3.79763   	3.76957   	0.000891674
277.565543	5.3971    	3.76993   	3.93501   	3.79707   	3.76904   	0.000891456
277.640449	5.3963    	3.7694    	3.93448   	3.79652   	3.76851   	0.000891238
277.715356	5.3955    	3.76887   	3.93396   	3.79596   	3.76798   	0.00089102
277.790262	5.39469   	3.76833   	3.93343   	3.7954    	3.76744   	0.000890803
277.865169	5.39389   	3.7678    	3.9329    	3.79485   	3.76691   	0.000890585
277.940075	5.39309   	3.76727   	3.93237   	3.79429   	3.76638   	0.000890367
278.014981	5.39229   	3.76674   	3.93185   	3.79373   	3.76585   	0.00089015
278.089888	5.39149   	3.76621   	3.93132   	3.79318   	3.76532   	0.000889933
278.164794	5.39069   	3.76568   	3.93079   	3.79262   	3.76479   	0.000889715
278.239700	5.38989   	3.76515   	3.93027   	3.79207   	3.76426   	0.000889498
278.314607	5.38909   	3.76462   	3.92974   	3.79151   	3.76373   	0.000889281
278.389513	5.38829   	3.76409   	3.92922   	3.79096   	3.7632    	0.000889065
278.464419	5.38749   	3.76356   	3.92869   	3.7904    	3.76267   	0.000888848
278.539326	5.38669   	3.76303   	3.92817   	3.78985   	3.76214   	0.000888631
278.614232	5.38589   	3.7625    	3.92764   	3.7893    	3.76161   	0.000888415
278.689139	5.38509   	3.76197   	3.92712   	3.78874   	3.76108   	0.000888198
278.764045	5.3843    	3.76144   	3.92659   	3.78819   	3.76055   	0.000887982
278.838951	5.3835    	3.76091   	3.92607   	3.78764   	3.76002   	0.000887766
278.913858	5.3827    	3.76038   	3.92554   	3.78708   	3.7595    	0.00088755
278.988764	5.38191   	3.75986   	3.92502   	3.78653   	3.75897   	0.000887334
279.063670	5.38111   	3.75933   	3.9245    	3.78598   	3.75844   	0.000887118
279.138577	5.38032   	3.7588    	3.92397   	3.78543   	3.75791   	0.000886902
279.213483	5.37952   	3.75827   	3.92345   	3.78487   	3.75739   	0.000886686
279.288390	5.37873   	3.75775   	3.92293   	3.78432   	3.75686   	0.000886471
279.363296	5.37793   	3.75722   	3.9224    	3.78377   	3.75633   	0.000886255
279.438202	5.37714   	3.75669   	3.92188   	3.78322   	3.75581   	0.00088604
279.513109	5.37634   	3.75617   	3.92136   	3.78267   	3.75528   	0.000885825
279.588015	5.37555   	3.75564   	3.92084   	3.78212   	3.75476   	0.00088561
279.662921	5.37476   	3.75512   	3.92032   	3.78157   	3.75423   	0.000885395
279.737828	5.37397   	3.75459   	3.9198    	3.78102   	3.75371   	0.00088518
279.812734	5.37317   	3.75407   	3.91928   	3.78047   	3.75318   	0.000884965
279.887640	5.37238   	3.75354   	3.91875   	3.77992   	3.75266   	0.00088475
279.962547	5.37159   	3.75302   	3.91823   	3.77938   	3.75213   	0.000884536
280.037453	5.3708    	3.75249   	3.91771   	3.77883   	3.75161   	0.000884321
280.112360	5.37001   	3.75197   	3.91719   	3.77828   	3.75108   	0.000884107
280.187266	5.36922   	3.75144   	3.91667   	3.77773   	3.75056   	0.000883893
280.262172	5.36843   	3.75092   	3.91615   	3.77718   	3.75004   	0.000883679
280.337079	5.36764   	3.7504    	3.91564   	3.77664   	3.74951   	0.000883465
280.411985	5.36685   	3.74988   	3.91512   	3.77609   	3.74899   	0.000883251
280.486891	5.36607   	3.74935   	3.9146    	3.77554   	3.74847   	0.000883037
280.561798	5.36528   	3.74883   	3.91408   	3.775     	3.74795   	0.000882823
280.636704	5.36449   	3.74831   	3.91356   	3.77445   	3.74743   	0.00088261
280.711610	5.3637    	3.74779   	3.91304   	3.7739    	3.7469    	0.000882396
280.786517	5.36292   	3.74727   	3.91252   	3.77336   	3.74638   	0.000882183
280.861423	5.36213   	3.74674   	3.91201   	3.77281   	3.74586   	0.000881969
280.936330	5.36134   	3.74622   	3.91149   	3.77227   	3.74534   	0.000881756
281.011236	5.36056   	3.7457    	3.91097   	3.77172   	3.74482   	0.000881543
281.086142	5.35977   	3.74518   	3.91046   	3.77118   	3.7443    	0.00088133
281.161049	5.35899   	3.74466   	3.90994   	3.77064   	3.74378   	0.000881117
281.235955	5.3582    	3.74414   	3.90942   	3.77009   	3.74326   	0.000880905
281.310861	5.35742   	3.74362   	3.90891   	3.76955   	3.74274   	0.000880692
281.385768	5.35664   	3.7431    	3.90839   	3.76901   	3.74222   	0.00088048
281.460674	5.35585   	3.74258   	3.90788   	3.76846   	3.7417    	0.000880267
281.535581	5.35507   	3.74206   	3.90736   	3.76792   	3.74118   	0.000880055
281.610487	5.35429   	3.74155   	3.90685   	3.76738   	3.74067   	0.000879843
281.685393	5.35351   	3.74103   	3.90633   	3.76684   	3.74015   	0.000879631
281.760300	5.35272   	3.74051   	3.90582   	3.76629   	3.73963   	0.000879419
281.835206	5.35194   	3.73999   	3.9053    	3.76575   	3.73911   	0.000879207
281.910112	5.35116   	3.73947   	3.90479   	3.76521   	3.73859   	0.000878995
281.985019	5.35038   	3.73896   	3.90427   	3.76467   	3.73808   	0.000878783
282.059925	5.3496    	3.73844   	3.90376   	3.76413   	3.73756   	0.000878572
282.134831	5.34882   	3.73792   	3.90325   	3.76359   	3.73704   	0.00087836
282.209738	5.34804   	3.73741   	3.90273   	3.76305   	3.73653   	0.000878149
282.284644	5.34726   	3.73689   	3.90222   	3.76251   	3.73601   	0.000877938
282.359551	5.34648   	3.73637   	3.90171   	3.76197   	3.7355    	0.000877727
282.434457	5.34571   	3.73586   	3.9012    	3.76143   	3.73498   	0.000877516
282.509363	5.34493   	3.73534   	3.90068   	3.76089   	3.73447   	0.000877305
282.584270	5.34415   	3.73483   	3.90017   	3.76035   	3.73395   	0.000877094
282.659176	5.34337   	3.73431   	3.89966   	3.75981   	3.73344   	0.000876883
282.734082	5.3426    	3.7338    	3.89915   	3.75927   	3.73292   	0.000876673
282.808989	5.34182   	3.73328   	3.89864   	3.75874   	3.73241   	0.000876462
282.883895	5.34104   	3.73277   	3.89813   	3.7582    	3.73189   	0.000876252
282.958801	5.34027   	3.73226   	3.89761   	3.75766   	3.73138   	0.000876041
283.033708	5.33949   	3.73174   	3.8971    	3.75712   	3.73087   	0.000875831
283.108614	5.33872   	3.73123   	3.89659   	3.75659   	3.73035   	0.000875621
283.183521	5.33794   	3.73071   	3.89608   	3.75605   	3.72984   	0.000875411
283.258427	5.33717   	3.7302    	3.89557   	3.75551   	3.72933   	0.000875201
283.333333	5.3364    	3.72969   	3.89506   	3.75498   	3.72881   	0.000874992
283.408240	5.33562   	3.72918   	3.89455   	3.75444   	3.7283    	0.000874782
283.483146	5.33485   	3.72866   	3.89405   	3.75391   	3.72779   	0.000874573
283.558052	5.33408   	3.72815   	3.89354   	3.75337   	3.72728   	0.000874363
283.632959	5.33331   	3.72764   	3.89303   	3.75284   	3.72677   	0.000874154
283.707865	5.33253   	3.72713   	3.89252   	3.7523    	3.72626   	0.000873945
283.782772	5.33176   	3.72662   	3.89201   	3.75177   	3.72575   	0.000873735
283.857678	5.33099   	3.72611   	3.8915    	3.75123   	3.72523   	0.000873526
283.932584	5.33022   	3.7256    	3.891     	3.7507    	3.72472   	0.000873317
284.007491	5.32945   	3.72509   	3.89049   	3.75017   	3.72421   	0.000873109
284.082397	5.32868   	3.72458   	3.88998   	3.74963   	3.7237    	0.0008729 
284.157303	5.32791   	3.72407   	3.88947   	3.7491    	3.72319   	0.000872691
284.232210	5.32714   	3.72356   	3.88897   	3.74857   	3.72269   	0.000872483
284.307116	5.32637   	3.72305   	3.88846   	3.74804   	3.72218   	0.000872275
284.382022	5.32561   	3.72254   	3.88795   	3.7475    	3.72167   	0.000872066
284.456929	5.32484   	3.72203   	3.88745   	3.74697   	3.72116   	0.000871858
284.531835	5.32407   	3.72152   	3.88694   	3.74644   	3.72065   	0.00087165
284.606742	5.3233    	3.72101   	3.88644   	3.74591   	3.72014   	0.000871442
284.681648	5.32254   	3.72051   	3.88593   	3.74538   	3.71963   	0.000871234
284.756554	5.32177   	3.72      	3.88542   	3.74485   	3.71913   	0.000871026
284.831461	5.321     	3.71949   	3.88492   	3.74432   	3.71862   	0.000870819
284.906367	5.32024   	3.71898   	3.88441   	3.74379   	3.71811   	0.000870611
284.981273	5.31947   	3.71848   	3.88391   	3.74326   	3.71761   	0.000870404
285.056180	5.31871   	3.71797   	3.88341   	3.74273   	3.7171    	0.000870196
285.131086	5.31794   	3.71746   	3.8829    	3.7422    	3.71659   	0.000869989
285.205993	5.31718   	3.71696   	3.8824    	3.74167   	3.71609   	0.000869782
285.280899	5.31642   	3.71645   	3.88189   	3.74114   	3.71558   	0.000869575
285.355805	5.31565   	3.71594   	3.88139   	3.74061   	3.71508   	0.000869368
285.430712	5.31489   	3.71544   	3.88089   	3.74008   	3.71457   	0.000869161
285.505618	5.31413   	3.71493   	3.88038   	3.73955   	3.71407   	0.000868954
285.580524	5.31336   	3.71443   	3.87988   	3.73903   	3.71356   	0.000868748
285.655431	5.3126    	3.71392   	3.87938   	3.7385    	3.71306   	0.000868541
285.730337	5.31184   	3.71342   	3.87888   	3.73797   	3.71255   	0.000868335
285.805243	5.31108   	3.71292   	3.87838   	3.73744   	3.71205   	0.000868129
285.880150	5.31032   	3.71241   	3.87787   	3.73692   	3.71154   	0.000867922
285.955056	5.30956   	3.71191   	3.87737   	3.73639   	3.71104   	0.000867716
286.029963	5.3088    	3.7114    	3.87687   	3.73586   	3.71054   	0.00086751
286.104869	5.30804   	3.7109    	3.87637   	3.73534   	3.71003   	0.000867304
286.179775	5.30728   	3.7104    	3.87587   	3.73481   	3.70953   	0.000867098
286.254682	5.30652   	3.7099    	3.87537   	3.73429   	3.70903   	0.000866893
286.329588	5.30576   	3.70939   	3.87487   	3.73376   	3.70853   	0.000866687
286.404494	5.305     	3.70889   	3.87437   	3.73324   	3.70802   	0.000866482
286.479401	5.30424   	3.70839   	3.87387   	3.73271   	3.70752   	0.000866276
286.554307	5.30349   	3.70789   	3.87337   	3.73219   	3.70702   	0.000866071
286.629213	5.30273   	3.70739   	3.87287   	3.73166   	3.70652   	0.000865866
286.704120	5.30197   	3.70688   	3.87237   	3.73114   	3.70602   	0.000865661
286.779026	5.30122   	3.70638   	3.87187   	3.73062   	3.70552   	0.000865456
286.853933	5.30046   	3.70588   	3.87137   	3.73009   	3.70502   	0.000865251
286.928839	5.29971   	3.70538   	3.87087   	3.72957   	3.70452   	0.000865046
287.003745	5.29895   	3.70488   	3.87037   	3.72905   	3.70402   	0.000864841
287.078652	5.2982    	3.70438   	3.86987   	3.72853   	3.70352   	0.000864637
287.153558	5.29744   	3.70388   	3.86938   	3.728     	3.70302   	0.000864432
287.228464	5.29669   	3.70338   	3.86888   	3.72748   	3.70252   	0.000864228
287.303371	5.29593   	3.70288   	3.86838   	3.72696   	3.70202   	0.000864024
287.378277	5.29518   	3.70239   	3.86788   	3.72644   	3.70152   	0.000863819
287.453184	5.29443   	3.70189   	3.86739   	3.72592   	3.70102   	0.000863615
287.528090	5.29367   	3.70139   	3.86689   	3.7254    	3.70052   	0.000863411
287.602996	5.29292   	3.70089   	3.86639   	3.72488   	3.70003   	0.000863207
287.677903	5.29217   	3.70039   	3.8659    	3.72436   	3.69953   	0.000863004
287.752809	5.29142   	3.69989   	3.8654    	3.72384   	3.69903   	0.0008628 
287.827715	5.29067   	3.6994    	3.8649    	3.72332   	3.69853   	0.000862596
287.902622	5.28992   	3.6989    	3.86441   	3.7228    	3.69804   	0.000862393
287.977528	5.28916   	3.6984    	3.86391   	3.72228   	3.69754   	0.00086219
288.052434	5.28841   	3.69791   	3.86342   	3.72176   	3.69704   	0.000861986
288.127341	5.28766   	3.69741   	3.86292   	3.72124   	3.69655   	0.000861783
288.202247	5.28692   	3.69691   	3.86243   	3.72072   	3.69605   	0.00086158
288.277154	5.28617   	3.69642   	3.86193   	3.7202    	3.69556   	0.000861377
288.352060	5.28542   	3.69592   	3.86144   	3.71968   	3.69506   	0.000861174
288.426966	5.28467   	3.69543   	3.86094   	3.71917   	3.69456   	0.000860971
288.501873	5.28392   	3.69493   	3.86045   	3.71865   	3.69407   	0.000860769
288.576779	5.28317   	3.69444   	3.85996   	3.71813   	3.69357   	0.000860566
288.651685	5.28243   	3.69394   	3.85946   	3.71761   	3.69308   	0.000860364
288.726592	5.28168   	3.69345   	3.85897   	3.7171    	3.69259   	0.000860161
288.801498	5.28093   	3.69295   	3.85848   	3.71658   	3.69209   	0.000859959
288.876404	5.28019   	3.69246   	3.85798   	3.71607   	3.6916    	0.000859757
288.951311	5.27944   	3.69196   	3.85749   	3.71555   	3.6911    	0.000859555
289.026217	5.2787    	3.69147   	3.857     	3.71503   	3.69061   	0.000859353
289.101124	5.27795   	3.69098   	3.8565    	3.71452   	3.69012   	0.000859151
289.176030	5.27721   	3.69048   	3.85601   	3.714     	3.68962   	0.000858949
289.250936	5.27646   	3.68999   	3.85552   	3.71349   	3.68913   	0.000858748
289.325843	5.27572   	3.6895    	3.85503   	3.71297   	3.68864   	0.000858546
289.400749	5.27497   	3.68901   	3.85454   	3.71246   	3.68815   	0.000858344
289.475655	5.27423   	3.68851   	3.85405   	3.71195   	3.68766   	0.000858143
289.550562	5.27349   	3.68802   	3.85355   	3.71143   	3.68716   	0.000857942
289.625468	5.27274   	3.68753   	3.85306   	3.71092   	3.68667   	0.000857741
289.700375	5.272     	3.68704   	3.85257   	3.7104    	3.68618   	0.00085754
289.775281	5.27126   	3.68655   	3.85208   	3.70989   	3.68569   	0.000857339
289.850187	5.27052   	3.68606   	3.85159   	3.70938   	3.6852    	0.000857138
289.925094	5.26978   	3.68557   	3.8511    	3.70887   	3.68471   	0.000856937
290.000000	5.26904   	3.68508   	3.85061   	3.70835   	3.68422   	0.000856736
