#RunNum   EventNum    x(mm)    y(mm)    z(mm)
2841	3	0.455	-21.926	-1.435
2841	7	0.884	-22.286	-1.116
2841	13	-0.059	-22.908	-1.019
2841	25	0.897	-21.943	-1.218
2841	26	0.083	-23.082	-1.088
2841	34	0.405	-21.802	-1.337
2841	54	0.512	-22.262	-1.126
2841	61	0.405	-22.672	-1.313
2841	63	0.432	-22.810	-1.697
2841	64	0.473	-23.081	-1.466
2841	70	-0.419	-22.935	-1.104
2841	85	0.472	-22.227	-1.315
2841	93	-0.163	-23.004	-1.027
2841	103	0.099	-24.477	-1.386
2841	108	0.033	-22.560	-1.311
2841	111	0.270	-22.398	-1.350
2841	147	-0.028	-22.548	-1.423
2841	161	-0.352	-22.597	-1.278
2841	165	0.373	-22.224	-1.249
2841	171	-0.485	-23.152	-1.387
2841	180	-0.163	-22.393	-1.265
2841	184	0.070	-22.353	-1.109
2841	189	0.080	-22.756	-1.374
2841	190	0.148	-22.989	-1.266
2841	194	0.604	-22.504	-1.136
2841	221	0.805	-22.766	-1.416
2841	227	0.270	-22.763	-1.347
2841	245	0.143	-22.654	-1.030
2841	262	0.512	-22.743	-0.985
2841	279	0.687	-22.764	-1.134
2841	281	1.013	-23.218	-1.150
2841	282	0.380	-22.669	-1.184
2841	288	-0.966	-23.503	-1.189
2841	295	0.788	-22.749	-1.434
2841	305	0.708	-23.040	-1.110
2841	307	0.678	-22.496	-1.128
2841	316	1.013	-23.082	-1.467
2841	328	-0.506	-22.659	-1.330
2841	338	0.305	-23.226	-1.463
2841	340	0.113	-22.866	-1.363
2841	343	-0.174	-22.758	-1.299
2841	347	0.396	-23.578	-1.152
2841	350	-0.188	-22.291	-1.182
2841	370	0.069	-22.826	-1.173
2841	394	0.677	-23.197	-1.091
2841	405	0.403	-22.980	-1.531
2841	406	0.163	-22.883	-1.185
2841	408	0.087	-23.530	-1.140
2841	412	0.115	-22.251	-1.330
2841	416	0.159	-23.260	-1.143
2841	427	-0.165	-22.422	-1.177
2841	438	0.554	-22.026	-1.178
2841	439	0.558	-21.995	-1.148
2841	444	-0.021	-23.280	-1.198
2841	449	0.495	-22.618	-1.447
2841	465	-0.005	-22.827	-1.146
2841	472	0.573	-23.123	-1.146
2841	473	-0.226	-22.877	-1.485
2841	484	-0.106	-22.238	-1.081
2841	494	0.193	-22.705	-1.144
2841	510	-0.159	-22.995	-1.398
2841	517	-0.441	-22.591	-1.421
2841	518	-0.293	-22.697	-1.367
2841	542	0.630	-22.708	-1.417
2841	553	0.167	-22.765	-1.458
2841	577	-0.146	-22.520	-1.241
2841	578	-0.574	-21.972	-1.595
2841	586	-0.182	-22.683	-1.315
2841	589	0.665	-22.728	-1.144
2841	607	-0.367	-22.584	-1.222
2841	611	-0.044	-23.147	-1.389
2841	637	-0.049	-22.774	-1.150
2841	644	0.734	-23.209	-1.231
2841	646	0.756	-22.034	-1.385
2841	651	-0.149	-22.422	-1.235
2841	686	-0.112	-23.280	-1.214
2841	690	0.078	-22.385	-1.279
2841	691	0.171	-22.859	-0.982
2841	701	0.260	-22.592	-1.474
2841	702	0.540	-23.182	-0.919
2841	709	0.003	-22.366	-1.192
2841	713	0.705	-22.632	-1.354
2841	721	0.451	-22.450	-1.076
2841	740	0.088	-22.574	-1.211
2841	750	-0.036	-22.411	-1.271
2841	769	0.122	-22.538	-0.939
2841	774	-0.560	-22.248	-1.112
2841	782	0.559	-22.349	-1.128
2841	786	0.918	-22.400	-1.363
2841	794	-0.012	-23.279	-1.179
2841	796	-0.096	-22.957	-1.321
2841	798	0.813	-22.874	-1.257
2841	806	0.530	-22.978	-1.221
2841	809	-0.435	-23.311	-1.005
2841	812	1.011	-22.807	-1.172
2841	817	-0.002	-22.475	-1.174
2841	825	0.411	-22.716	-1.407
2841	831	-0.211	-23.537	-1.381
2841	833	-0.406	-22.608	-1.526
2841	842	-0.008	-22.733	-1.687
2841	856	-0.232	-22.434	-1.427
2841	857	0.272	-22.691	-1.337
2841	858	0.153	-23.055	-1.172
2841	860	0.012	-23.166	-1.489
2841	861	-0.384	-22.183	-1.249
2841	864	0.156	-22.138	-1.172
2841	879	0.777	-22.786	-0.999
2841	880	-0.132	-22.312	-1.087
2841	883	0.260	-22.995	-1.099
2841	894	-0.147	-22.874	-1.340
2841	902	-0.609	-22.631	-1.443
2841	916	-0.154	-23.481	-1.232
2841	932	0.373	-23.368	-1.210
2841	937	0.633	-22.721	-1.077
2841	942	-0.644	-22.766	-1.502
2841	952	0.625	-22.817	-1.412
2841	953	-0.168	-22.997	-1.528
2841	959	-0.917	-22.934	-1.110
2841	979	0.009	-21.759	-1.426
2841	1008	0.689	-22.425	-1.270
2841	1034	0.599	-22.704	-1.374
2841	1068	0.570	-22.403	-1.018
2841	1077	0.640	-22.470	-1.320
2841	1091	-0.723	-23.016	-1.219
2841	1108	0.029	-22.839	-1.413
2841	1109	0.301	-22.642	-1.352
2841	1122	0.129	-22.733	-1.346
2841	1157	0.017	-21.898	-1.080
2841	1165	0.811	-22.287	-1.041
2841	1176	0.775	-22.433	-1.140
2841	1182	0.711	-22.420	-0.992
2841	1188	-0.674	-22.271	-1.241
2841	1213	0.106	-22.837	-0.785
2841	1265	0.411	-22.046	-1.330
2841	1275	-0.325	-22.737	-1.411
2841	1285	-0.327	-22.699	-1.284
2841	1286	-0.086	-22.380	-1.232
2841	1289	0.394	-21.919	-1.268
2841	1294	0.246	-22.836	-1.241
2841	1296	0.338	-22.899	-1.244
2841	1305	0.347	-22.568	-1.274
2841	1321	0.163	-22.625	-1.217
2841	1328	-0.122	-22.204	-1.054
2841	1330	0.395	-22.263	-1.447
2841	1339	-0.471	-22.942	-1.278
2841	1341	0.335	-23.003	-1.393
2841	1349	-0.637	-22.989	-1.513
2841	1352	0.759	-23.207	-1.391
2841	1353	0.677	-22.161	-1.170
