9.37556 -243.523 -200
9.37526 -243.523 -199.99
9.37495 -243.523 -199.98
9.37465 -243.523 -199.97
9.37434 -243.523 -199.96
9.37404 -243.523 -199.95
9.37373 -243.523 -199.94
9.37343 -243.523 -199.93
9.37312 -243.523 -199.92
9.37282 -243.523 -199.91
9.37251 -243.523 -199.9
9.37221 -243.523 -199.89
9.37191 -243.523 -199.88
9.3716 -243.523 -199.87
9.3713 -243.523 -199.86
9.37099 -243.523 -199.85
9.37069 -243.523 -199.84
9.37038 -243.523 -199.83
9.37008 -243.523 -199.82
9.36977 -243.523 -199.81
9.36947 -243.523 -199.8
9.36916 -243.523 -199.79
9.36886 -243.523 -199.78
9.36855 -243.523 -199.77
9.36825 -243.523 -199.76
9.36794 -243.523 -199.75
9.36764 -243.523 -199.74
9.36733 -243.523 -199.73
9.36703 -243.523 -199.72
9.36672 -243.523 -199.71
9.36642 -243.523 -199.7
9.36611 -243.523 -199.69
9.36581 -243.523 -199.68
9.3655 -243.523 -199.67
9.3652 -243.523 -199.66
9.36489 -243.523 -199.65
9.36459 -243.523 -199.64
9.36428 -243.523 -199.63
9.36398 -243.523 -199.62
9.36367 -243.523 -199.61
9.36337 -243.523 -199.6
9.36306 -243.523 -199.59
9.36276 -243.523 -199.58
9.36245 -243.523 -199.57
9.36215 -243.523 -199.56
9.36184 -243.523 -199.55
9.36154 -243.523 -199.54
9.36123 -243.523 -199.53
9.36093 -243.523 -199.52
9.36062 -243.523 -199.51
9.36032 -243.523 -199.5
9.36001 -243.523 -199.49
9.35971 -243.523 -199.48
9.3594 -243.523 -199.47
9.3591 -243.523 -199.46
9.35879 -243.523 -199.45
9.35849 -243.523 -199.44
9.35818 -243.523 -199.43
9.35788 -243.523 -199.42
9.35757 -243.523 -199.41
9.35727 -243.523 -199.4
9.35696 -243.523 -199.39
9.35666 -243.523 -199.38
9.35635 -243.523 -199.37
9.35605 -243.523 -199.36
9.35574 -243.523 -199.35
9.35544 -243.523 -199.34
9.35513 -243.523 -199.33
9.35483 -243.523 -199.32
9.35452 -243.523 -199.31
9.35422 -243.523 -199.3
9.35391 -243.523 -199.29
9.35361 -243.523 -199.28
9.3533 -243.523 -199.27
9.353 -243.523 -199.26
9.35269 -243.523 -199.25
9.35238 -243.523 -199.24
9.35208 -243.523 -199.23
9.35177 -243.523 -199.22
9.35147 -243.523 -199.21
9.35116 -243.523 -199.2
9.35086 -243.523 -199.19
9.35055 -243.523 -199.18
9.35025 -243.523 -199.17
9.34994 -243.523 -199.16
9.34964 -243.523 -199.15
9.34933 -243.523 -199.14
9.34903 -243.523 -199.13
9.34872 -243.523 -199.12
9.34842 -243.523 -199.11
9.34811 -243.523 -199.1
9.34781 -243.523 -199.09
9.3475 -243.523 -199.08
9.34719 -243.523 -199.07
9.34689 -243.523 -199.06
9.34658 -243.523 -199.05
9.34628 -243.523 -199.04
9.34597 -243.523 -199.03
9.34567 -243.523 -199.02
9.34536 -243.523 -199.01
9.34506 -243.523 -199
9.34475 -243.523 -198.99
9.34445 -243.523 -198.98
9.34414 -243.523 -198.97
9.34383 -243.523 -198.96
9.34353 -243.523 -198.95
9.34322 -243.523 -198.94
9.34292 -243.523 -198.93
9.34261 -243.523 -198.92
9.34231 -243.523 -198.91
9.342 -243.523 -198.9
9.3417 -243.523 -198.89
9.34139 -243.523 -198.88
9.34108 -243.523 -198.87
9.34078 -243.523 -198.86
9.34047 -243.523 -198.85
9.34017 -243.523 -198.84
9.33986 -243.523 -198.83
9.33956 -243.523 -198.82
9.33925 -243.523 -198.81
9.33895 -243.523 -198.8
9.33864 -243.523 -198.79
9.33833 -243.523 -198.78
9.33803 -243.523 -198.77
9.33772 -243.523 -198.76
9.33742 -243.523 -198.75
9.33711 -243.523 -198.74
9.33681 -243.523 -198.73
9.3365 -243.523 -198.72
9.3362 -243.523 -198.71
9.33589 -243.523 -198.7
9.33558 -243.523 -198.69
9.33528 -243.523 -198.68
9.33497 -243.523 -198.67
9.33467 -243.523 -198.66
9.33436 -243.523 -198.65
9.33406 -243.523 -198.64
9.33375 -243.523 -198.63
9.33344 -243.523 -198.62
9.33314 -243.523 -198.61
9.33283 -243.523 -198.6
9.33253 -243.523 -198.59
9.33222 -243.523 -198.58
9.33192 -243.524 -198.57
9.33161 -243.524 -198.56
9.3313 -243.524 -198.55
9.331 -243.524 -198.54
9.33069 -243.524 -198.53
9.33039 -243.524 -198.52
9.33008 -243.524 -198.51
9.32977 -243.524 -198.5
9.32947 -243.524 -198.49
9.32916 -243.524 -198.48
9.32886 -243.524 -198.47
9.32855 -243.524 -198.46
9.32825 -243.524 -198.45
9.32794 -243.524 -198.44
9.32763 -243.524 -198.43
9.32733 -243.524 -198.42
9.32702 -243.524 -198.41
9.32672 -243.524 -198.4
9.32641 -243.524 -198.39
9.3261 -243.524 -198.38
9.3258 -243.524 -198.37
9.32549 -243.524 -198.36
9.32519 -243.524 -198.35
9.32488 -243.524 -198.34
9.32457 -243.524 -198.33
9.32427 -243.524 -198.32
9.32396 -243.524 -198.31
9.32366 -243.524 -198.3
9.32335 -243.524 -198.29
9.32304 -243.524 -198.28
9.32274 -243.524 -198.27
9.32243 -243.524 -198.26
9.32213 -243.524 -198.25
9.32182 -243.524 -198.24
9.32151 -243.524 -198.23
9.32121 -243.524 -198.22
9.3209 -243.524 -198.21
9.3206 -243.524 -198.2
9.32029 -243.524 -198.19
9.31998 -243.524 -198.18
9.31968 -243.524 -198.17
9.31937 -243.524 -198.16
9.31907 -243.524 -198.15
9.31876 -243.524 -198.14
9.31845 -243.524 -198.13
9.31815 -243.524 -198.12
9.31784 -243.524 -198.11
9.31753 -243.524 -198.1
9.31723 -243.524 -198.09
9.31692 -243.524 -198.08
9.31662 -243.524 -198.07
9.31631 -243.524 -198.06
9.316 -243.524 -198.05
9.3157 -243.524 -198.04
9.31539 -243.524 -198.03
9.31509 -243.524 -198.02
9.31478 -243.524 -198.01
9.31447 -243.524 -198
9.31417 -243.524 -197.99
9.31386 -243.524 -197.98
9.31355 -243.524 -197.97
9.31325 -243.524 -197.96
9.31294 -243.524 -197.95
9.31264 -243.524 -197.94
9.31233 -243.524 -197.93
9.31202 -243.524 -197.92
9.31172 -243.524 -197.91
9.31141 -243.524 -197.9
9.3111 -243.524 -197.89
9.3108 -243.524 -197.88
9.31049 -243.524 -197.87
9.31019 -243.524 -197.86
