-0.782538  -205.525  0.00525813
-0.783757  -205.525  0.0255884
-0.784663  -205.525  0.0406949
-0.786083  -205.525  0.0643657
-0.787811  -205.525  0.0931843
-0.788708  -205.525  0.108141
-0.789819  -205.525  0.126658
-0.790369  -205.525  0.135836
-0.790407  -205.525  0.136468
-0.790632  -205.525  0.140206
-0.790942  -205.525  0.145381
-0.791697  -205.525  0.157964
-0.792958  -205.525  0.178993
-0.793751  -205.525  0.192209
-0.794986  -205.525  0.212798
-0.796223  -205.525  0.233425
-0.796453  -205.525  0.237256
-0.797478  -205.525  0.254355
-0.798621  -205.525  0.273403
-0.798895  -205.525  0.27797
-0.799368  -205.525  0.285863
-0.801332  -205.525  0.318603
-0.803265  -205.525  0.350819
-0.803679  -205.525  0.357727
-0.803824  -205.525  0.360148
-0.804468  -205.525  0.370882
-0.80579  -205.525  0.392921
-0.806766  -205.525  0.409188
-0.807138  -205.526  0.415378
-0.80769  -205.526  0.424587
-0.808471  -205.526  0.437609
-0.809223  -205.526  0.450141
-0.809648  -205.526  0.457221
-0.810593  -205.526  0.472975
-0.81161  -205.526  0.489916
-0.81201  -205.526  0.496589
-0.812495  -205.526  0.504672
-0.812833  -205.526  0.51031
-0.813793  -205.526  0.52631
-0.814632  -205.526  0.540284
-0.815476  -205.526  0.554355
-0.816313  -205.526  0.568308
-0.817126  -205.526  0.581849
-0.817974  -205.526  0.595971
-0.818595  -205.526  0.606331
-0.82001  -205.526  0.629913
-0.821302  -205.526  0.651436
-0.821814  -205.526  0.65997
-0.822348  -205.526  0.668868
-0.823154  -205.526  0.682285
-0.823824  -205.526  0.693448
-0.824457  -205.526  0.704006
-0.824921  -205.526  0.711729
-0.825887  -205.526  0.727826
-0.827174  -205.526  0.749263
-0.828016  -205.526  0.763285
-0.828468  -205.526  0.770821
-0.829642  -205.526  0.790362
-0.831121  -205.526  0.815009
-0.831651  -205.526  0.823838
-0.832108  -205.526  0.831445
-0.833837  -205.526  0.860235
-0.835409  -205.526  0.88642
-0.836271  -205.526  0.900784
-0.837804  -205.527  0.926315
-0.839217  -205.527  0.949851
-0.840536  -205.527  0.971815
-0.841367  -205.527  0.985653
-0.842587  -205.527  1.00596
-0.843956  -205.527  1.02876
-0.844598  -205.527  1.03945
-0.845264  -205.527  1.05055
-0.845652  -205.527  1.05701
-0.846187  -205.527  1.06592
-0.846626  -205.527  1.07323
-0.846763  -205.527  1.07551
-0.84693  -205.527  1.07828
-0.84905  -205.527  1.11358
-0.851259  -205.527  1.15036
-0.851502  -205.527  1.15441
-0.851629  -205.527  1.15652
-0.852377  -205.527  1.16897
-0.853264  -205.527  1.18374
-0.853855  -205.527  1.19357
-0.854605  -205.527  1.20606
-0.855043  -205.527  1.21335
-0.855501  -205.527  1.22098
-0.855897  -205.527  1.22757
-0.856019  -205.527  1.2296
-0.856605  -205.527  1.23936
-0.857451  -205.527  1.25344
-0.858624  -205.527  1.27296
-0.859466  -205.527  1.28697
-0.860422  -205.527  1.30288
-0.861852  -205.527  1.32669
-0.862336  -205.527  1.33474
-0.862807  -205.527  1.34258
-0.863805  -205.527  1.35919
-0.864605  -205.527  1.37251
-0.865285  -205.527  1.38381
-0.866157  -205.527  1.39832
-0.867822  -205.527  1.42603
-0.869075  -205.528  1.44688
-0.869145  -205.528  1.44804
-0.869945  -205.528  1.46136
-0.870741  -205.528  1.47459
-0.87084  -205.528  1.47625
-0.871339  -205.528  1.48454
-0.871811  -205.528  1.4924
-0.872226  -205.528  1.4993
-0.872946  -205.528  1.51128
-0.873732  -205.528  1.52436
-0.874154  -205.528  1.53137
-0.874228  -205.528  1.5326
-0.874609  -205.528  1.53895
-0.875126  -205.528  1.54755
-0.875362  -205.528  1.55146
-0.875612  -205.528  1.55562
-0.876566  -205.528  1.57149
-0.877764  -205.528  1.59142
-0.878395  -205.528  1.60191
-0.878944  -205.528  1.61105
-0.879763  -205.528  1.62467
-0.880325  -205.528  1.63402
-0.882166  -205.528  1.66463
-0.884253  -205.528  1.69934
-0.885104  -205.528  1.71349
-0.885872  -205.528  1.72626
-0.886534  -205.528  1.73727
-0.888167  -205.528  1.76443
-0.889479  -205.528  1.78624
-0.889952  -205.528  1.7941
-0.890414  -205.528  1.80179
-0.890519  -205.528  1.80353
-0.890891  -205.528  1.80972
-0.891891  -205.528  1.82634
-0.892887  -205.528  1.8429
-0.893206  -205.528  1.84821
-0.893256  -205.528  1.84904
-0.89341  -205.528  1.8516
-0.893681  -205.528  1.85611
-0.894236  -205.528  1.86532
-0.895157  -205.528  1.88064
-0.89624  -205.528  1.89864
-0.897045  -205.528  1.91203
-0.89762  -205.528  1.92158
-0.898508  -205.528  1.93635
-0.899246  -205.529  1.94861
-0.899535  -205.529  1.95341
-0.900029  -205.529  1.96163
-0.900497  -205.529  1.96941
-0.900835  -205.529  1.97502
-0.901149  -205.529  1.98023
-0.901776  -205.529  1.99065
-0.902666  -205.529  2.00546
-0.903075  -205.529  2.01225
-0.903228  -205.529  2.01479
-0.903403  -205.529  2.0177
-0.904027  -205.529  2.02808
-0.904718  -205.529  2.03956
-0.905058  -205.529  2.04521
-0.906243  -205.529  2.06491
-0.907885  -205.529  2.09219
