                0.01            0.273254           0.0535427         0.000102466
               0.011            0.286611           0.0500216         0.000107527
               0.012            0.299375           0.0470109         0.000108225
               0.013            0.311621           0.0443083         0.000101357
               0.014            0.323406           0.0420768           0.0001029
               0.015            0.334779           0.0401869         0.000104058
               0.016            0.345781            0.038186         0.000102501
               0.017            0.356447           0.0366367         0.000101121
               0.018            0.366806           0.0352044         0.000103305
                0.02            0.386699           0.0326118         0.000104719
              0.0225            0.410225           0.0299212         0.000100647
               0.025            0.432487           0.0276479         0.000100113
              0.0275            0.453672           0.0258345         0.000103555
                0.03            0.473924           0.0239108         0.000103128
              0.0325            0.493358           0.0226016         6.00539e-06
               0.035            0.512067           0.0213616         5.63023e-06
              0.0375            0.530129           0.0202785         5.34097e-06
                0.04            0.547606           0.0192984         4.98314e-06
               0.045            0.581017           0.0176207         4.55467e-06
                0.05             0.61265           0.0162332         4.15472e-06
               0.055            0.642767            0.015081         4.03369e-06
                0.06            0.671571           0.0140945         3.63045e-06
               0.065            0.699226           0.0132433         3.54471e-06
                0.07            0.725862           0.0125046         3.11513e-06
                0.08            0.776495           0.0113322         8.29237e-05
                0.09            0.824143           0.0101614         8.09879e-05
                 0.1            0.869299          0.00943552         2.41404e-11
                0.11            0.912331          0.00874755         3.45344e-11
                0.12            0.953528          0.00816467         3.89795e-11
                0.13            0.993118          0.00765969         5.01397e-11
                0.14             1.03129          0.00721951         2.59008e-11
                0.15             1.06819          0.00684232         3.66292e-11
                0.16             1.10394          0.00651368         2.56378e-11
                0.17             1.13866          0.00621875         4.34808e-11
                0.18             1.17244          0.00595192         2.56378e-11
                 0.2             1.23748          0.00548851         2.41404e-11
               0.225             1.31469          0.00501506         3.28242e-11
                0.25             1.38806          0.00462955         1.24842e-11
               0.275             1.45817          0.00430714         1.08897e-11
                 0.3             1.52546          0.00403406         2.62258e-11
               0.325             1.59031          0.00380001         2.88407e-11
                0.35             1.65299          0.00359693         2.36082e-11
               0.375             1.71375          0.00341943         1.03308e-11
                 0.4             1.77277          0.00326274         2.44195e-11
